"text","id","date","lang","source","predictions"
"L’armée russe, elle, est complètement happée par la guerre de Vladimir Poutine en Ukraine et n’a tout simplement pas les moyens d’agir sur deux fronts.","ici_radio-canada_ca_nouvelle_2125556_regime-syrie-bachar-al-assad_20241209_113328","2024-12-09","FR","headlines","{""themes"":""defense"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Madam Speaker, the Conservative Party of Canada has absolutely no shame.","441379HAN379-13029459","2024-11-29","EN","parliament","{""themes"":null,""political_parties"":""cpc"",""specific_themes"":null,""sentiment"":""neutral""}"
"Madam Speaker, the Halifax regional municipality is on the front lines when it comes to responding to the housing crisis.","441369HAN369-12987640","2024-11-08","EN","parliament","{""themes"":[""governments_governance"",""housing""],""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Madam Speaker, yesterday I tried to move a motion calling on the House of Commons to join the Bloc Québécois in denouncing the presence of a religious exemption in paragraph 319(3)(b) of the Criminal Code.","441383HAN383-13045265","2024-12-05","EN","parliament","{""themes"":[""rights_liberties_minorities_discrimination"",""agriculture"",""law_and_crime""],""political_parties"":""bq"",""specific_themes"":null,""sentiment"":""neutral""}"
"Madame la Présidente, j'ai entendu le député parler longuement de la Constitution; je suis donc sûr qu'il est bien conscient que les trois composantes de notre système de gouvernement, qui sont l'exécutif, le législatif et le judiciaire, ont des pouvoirs distincts, de même que des contraintes distinctes.La GRC a écrit au légiste de la Chambre des communes, en juillet, pour dire qu'elle ne pouvait pas utiliser les dossiers reçus par ce processus dans le cadre de son enquête, en raison des droits conférés au suspect en vertu de la Charte.","441351HAN351-12914886","2024-10-08","FR","parliament","{""themes"":[""rights_liberties_minorities_discrimination"",""governments_governance"",""law_and_crime"",""defense""],""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Mais aussi au Royaume-Uni en 2017 alors qu’un attentat suicide imputé, encore une fois, à l’État islamique a enlevé la vie à 22 citoyens à la sortie d’un spectacle à Manchester.","www_tvanouvelles_ca_2024_08_07_attentat-terroriste-a-vienne-dejoue-pourquoi-letat-islamique-en-veut-il-a-taylor-swift_20240808_072328","2024-08-08","FR","headlines","{""themes"":[""rights_liberties_minorities_discrimination"",""culture_and_nationalism""],""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Mais sur le terrain, plusieurs acteurs du milieu s’attendent à ce que les enseignants non légalement qualifiés suivant ces programmes soient nombreux à les abandonner avant d’avoir obtenu leur brevet d’enseignement.","www_ledevoir_com_societe_education_822069_programmes-courts-enseignement-promus-quebec-analyse-serieuse_20241021_110327","2024-10-21","FR","headlines","{""themes"":[""education"",""domestic_commerce""],""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Manak said that the violence and aggression experienced by first responders has escalated over the last several months and is unacceptable.","vancouversun_com_news_police-protection-first-responders-pandora-avenue-victoria_20240714_091357","2024-07-14","EN","headlines","{""themes"":""law_and_crime"",""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Mark Carney bénéficie donc de l’appui de deux ministres québécois bien connus, en plus de celui d’Harjit Sajjan, dans l’Ouest, et de Kamal Khera et Patty Hadju, en Ontario.","ici_radio-canada_ca_nouvelle_2134388_taxe-carbone-pollution-environnement-liberau_20250121_184351","2025-01-21","FR","headlines","{""themes"":""governments_governance"",""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"Matthew Wilton, a Toronto litigator whose practice includes representing other lawyers in disciplinary hearings, said that in the worst-case scenarios, some lawyers held in contempt have been thrown in jail, but there are plenty of lesser penalties, such as an order to pay costs.","www_cbc_ca_news_canada_toronto_cartel-bui-lawyers-contempt-1_7309546_20240902_140417","2024-09-02","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Moi, je sais que ça fait depuis dimanche soir que je me torture et c'est plus fort que moi.","ici_radio-canada_ca_nouvelle_2086130_france-elections-legislatives-failles-barrage-extreme-droite-rn_20240706_190332","2024-07-06","FR","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Monsieur le Président, il y a quelques années, la Colombie‑Britannique a présenté au gouvernement un projet pilote qu'elle voulait mettre en place pour envisager une façon différente de faire face à la crise de santé publique causée par l'épidémie liée aux opioïdes chez les Britanno‑Colombiens.","441306HAN306-12708716","2024-05-01","FR","parliament","{""themes"":[""governments_governance"",""health""],""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Monsieur le Président, je remercie ma collègue de sa question.","441333HAN333-12831162","2024-06-17","FR","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"Monsieur le Président, le premier ministre a caché aux tribunaux et aux Canadiens son intention de quadrupler la taxe sur le carbone pour la faire passer à 61 ¢ le litre.","441347HAN347-12895955","2024-10-02","FR","parliament","{""themes"":[""governments_governance"",""law_and_crime"",""environment""],""political_parties"":""lpc"",""specific_themes"":null,""sentiment"":""neutral""}"
"Most local voters haven’t seemed engaged in this byelection, but pundits certainly are — because the results could alter the federal leadership landscape.","montrealgazette_com_opinion_columnists_robert-libman-montreal-byelection-could-spell-end-for-trudeau-and-singh_20240915_160333","2024-09-15","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"My recommendation to this government is to listen to the committee and strike it from the bill that passed.","441281HAN281-12584055","2024-02-13","EN","parliament","{""themes"":""labor"",""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"No one can afford to live anymore.","441305HAN305-12705566","2024-04-30","EN","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"Nous avons un plan pour créer plus d'emplois au pays.","441298HAN298-12671482","2024-04-11","FR","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Nous en parlons parce qu'au Québec, les demandes anticipées d'aide médicale à mourir sont un sujet d'actualité et que la loi québécoise a été mise en œuvre hier.","441363HAN363-12965677","2024-10-31","FR","parliament","{""themes"":""health"",""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Nous mourrons tous, mais, comme je l’ai dit il y a de nombreuses législatures de cela, l’acte de mourir n’est pas un acte isolé; il touche toute la famille, le groupe d'amis, les personnes qui nous sont chères.","441283HAN283-12590712","2024-02-15","FR","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Nous ne savons pas qui sera le candidat démocrate à la vice-présidence, nous ne pouvons donc pas fixer une date avant leur convention.","ici_radio-canada_ca_nouvelle_2089132_une-course-perdue-davance-pour-les-democrates_20240718_133332","2024-07-18","FR","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Officials say the best—and most likely—scenario is that it will take 12 to 24 hours for the water to move past the blockage.","bc_ctvnews_ca_dam-in-chilcotin-river-will-be-overtaken-by-water-within-hours-b-c-officials-1_6989204_20240805_093349","2024-08-05","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"On Tuesday, she was in the ER, stricken with pain down her back.","www_theglobeandmail_com_canada_article-cfia-food-safety-algorithm-listeria-outbreak__20241215_125332","2024-12-15","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"On the other hand, a Chinese company, Tiandingfeng Canada (TDF), got the megawatts it wanted for a project in nearby Sorel-Tracy.","montrealgazette_com_news_politics_as-bill-69-hearings-open-caq-insists-hydro-projects-will-not-boost-rates-for-citizens_20240911_052351","2024-09-11","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"On this side of the House, we believe in technology, but we need to challenge the industry.","441388HAN388-13069443","2024-12-12","EN","parliament","{""themes"":[""macroeconomics"",""technology""],""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"One of them was John Ominayak, the man living in the tent encampment at the edge of town.","www_cbc_ca_newsinteractives_features_dawson-creek-violence-crime_20241011_114356","2024-10-11","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Par exemple, jeudi dernier, il a écrit sur le réseau Truth Social qu’il ne restreindrait pas l’accès à la pilule contraceptive et à la fécondation in vitro.","www_journaldemontreal_com_2024_08_23_exagerations-et-canulars-10-declarations-erronees-a-la-convention-democrate_20240824_021326","2024-08-24","FR","headlines","{""themes"":""health"",""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"Plusieurs attentats ou projets d'attentat à motivation islamiste, et impliquant des ressortissants étrangers, ont choqué le pays ces derniers mois.","ici_radio-canada_ca_nouvelle_2128527_allemagne-vehicule-marche-noel_20241220_211327","2024-12-20","FR","headlines","{""themes"":[""rights_liberties_minorities_discrimination"",""immigration""],""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Pour accomplir de grandes choses, nous devons faire en sorte que les Canadiens soient au premier plan.","441342HAN342-12875020","2024-09-24","FR","parliament","{""themes"":""governments_governance"",""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"Pour celle issue d'une famille peu fortunée du Bronx et qui a été longtemps serveuse dans un bar sans filet social, seule Kamala Harris comprend la réalité de ceux qui croulent sous les dettes et qui ne peuvent pas compter sur une assurance pour leurs soins de santé.","ici_radio-canada_ca_info_en-direct_1011813_parti-democrate-convention-chicago-elections-americaines-presidentielles_20240820_060349","2024-08-20","FR","headlines","{""themes"":[""health"",""macroeconomics""],""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"Pour ne rien manquer du retrait de Joe Biden de la course à la Maison-Blanche, suivez notre couverture en direct.","ici_radio-canada_ca_nouvelle_2089978_joe-biden-retire-president-elections-democrates_20240722_063331","2024-07-22","FR","headlines","{""themes"":""housing"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Pour profiter de la législation laxiste d'Ottawa, tout investisseur peut créer ici son entreprise avec des coactionnaires canadiens, mais procéder à ses exploitations dans un pays en développement.Plusieurs entreprises ayant des comportements qu'on pourrait considérer comme douteux bénéficient du soutien financier de la part d'Exportation et développement Canada, qui n'a des mécanismes de responsabilité que très sommaires.","441371HAN371-12994898","2024-11-19","FR","parliament","{""themes"":""domestic_commerce"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Pourquoi pense-t-il que les libéraux et les conservateurs refusent d'obliger ces PDG à payer leur part et à contribuer à remettre de l'argent dans les poches des gens?","441273HAN273-12545857","2024-02-01","FR","parliament","{""themes"":null,""political_parties"":[""cpc"",""lpc""],""specific_themes"":null,""sentiment"":""neutral""}"
"Puis là, ils nous disent qu’ils n’ont plus les sommes nécessaires pour poursuivre », a-t-il tonné derrière son bureau de l’hôtel du Parlement.","www_ledevoir_com_politique_quebec_822248_roberge-blame-reseau-scolaire-classes-francisation-fermees_20241023_215406","2024-10-23","FR","headlines","{""themes"":""governments_governance"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Puisque c'est la première fois que je m'adresse à la Chambre depuis la reprise de nos travaux, j'en profite pour dire à quel point je suis de représenter les gens de Laurentides—Labelle.","441340HAN340-12870022","2024-09-20","FR","parliament","{""themes"":""labor"",""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Qu'il s'agisse de la Russie, de la Chine, de l'Inde, de l'Iran ou de tout autre pays, nous voulons que toute tentative d'ingérence étrangère soit bloquée.","441311HAN311-12732496","2024-05-08","FR","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"S'ajoute maintenant cette prestigieuse reconnaissance de l'industrie de son indiscutable performance.","441345HAN345-12889425","2024-09-27","FR","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"Sa rivale compte sur le tollé pour grappiller quelques voix précieuses, dans un scrutin au suffrage indirect qui pourrait se jouer d'un cheveu dans l'un des swing states : Pennsylvanie, Michigan, Wisconsin, Géorgie, Caroline du Nord, Arizona et Nevada.","ici_radio-canada_ca_nouvelle_2116183_harris-discours-final-election_20241030_064355","2024-10-30","FR","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Sait-on quels députés ont voté, avec leurs amis libéraux, contre l'annulation des primes?","441376HAN376-13013871","2024-11-26","FR","parliament","{""themes"":""governments_governance"",""political_parties"":""lpc"",""specific_themes"":null,""sentiment"":""neutral""}"
"Selon les prévisions de Radio-Canada, le parti de Scott Moe a remporté 10 premiers sièges sur les 31 nécessaires pour former un gouvernement majoritaire.","ici_radio-canada_ca_info_en-direct_1012095_soiree-election-provinciale-saskatchewan-vote_20241029_040348","2024-10-29","FR","headlines","{""themes"":[""governments_governance"",""technology""],""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Selon lui, l’offre pour les batteries est un petit peu en avance par rapport à l’offre sur les véhicules pour la demande.","www_journaldemontreal_com_2024_07_29_fin-des-vehicules-a-essence-en-2035-ca-va-trop-vite-alertent-les-constructeurs_20240729_122327","2024-07-29","FR","headlines","{""themes"":[""energy"",""transportation""],""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Seulement en Ontario, plus de 100 000 femmes ont réintégré le marché du travail grâce à ce programme de garderies, mais le chef de l'opposition veut l'abolir.","441342HAN342-12875068","2024-09-24","FR","parliament","{""themes"":[""education"",""labor"",""macroeconomics""],""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"She is going to be voting for a tax that benefits millionaires and billionaires.","441378HAN378-13027558","2024-11-28","EN","parliament","{""themes"":""macroeconomics"",""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"She quickly gave Doherty a rundown of what Calvin said happened: a private security guard had waved him through to turn left but he’d had to suddenly speed up to avoid another vehicle, then lost control on the slick roadway, crashing into the light standard.","www_thestar_com_news_gta_you-have-family-members-who-have-helped-this-go-away-senior-toronto-police-officer-accused_article_c6dc785e-1f6b-11ef-9528-8ba083419b3f_html_20240604_124443","2024-06-04","EN","headlines","{""themes"":[""domestic_commerce"",""transportation""],""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"She urged Ottawa on Sunday to ""make the expectation clear that work must continue throughout binding arbitration.""","www_cbc_ca_news_canada_calgary_westjet-strike-continues-union-president-1_7251118_20240630_233441","2024-06-30","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Si elles ne le font pas, elles seront pénalisées.","441320HAN320-12769674","2024-05-29","FR","parliament","{""themes"":""law_and_crime"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Si le goût du luxe ostentatoire de Donald Trump n’est pas étranger à l’univers médiatique de Farokh Sarmad, l’influence du Montréalais dans le monde des cryptomonnaies n’en demeure pas moins enviable.","www_lapresse_ca_actualites_2024-09-20_le-nouveau-gourou-des-cryptos-du-clan-trump-est-quebecois_php_20240920_234353","2024-09-20","FR","headlines","{""themes"":[""domestic_commerce"",""immigration""],""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Speaker, scheduled to be held on the evening of June 4th in the shadow of Parliament Hill at a location adjacent to the Gatineau bank on the bank of the Ottawa River, less than a kilometre from here.The promotional material of the event used very partisan, inflammatory language concerning the Conservative Party and the leader of the official opposition.","441319HAN319-12768823","2024-05-28","EN","parliament","{""themes"":""domestic_commerce"",""political_parties"":""cpc"",""specific_themes"":null,""sentiment"":""neutral""}"
"Speaker, this is not a court of law, and the member might want to be a criminal lawyer at some point in time.","441311HAN311-12732467","2024-05-08","EN","parliament","{""themes"":""law_and_crime"",""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Speaker, today, Canadians who filed their taxes electronically on March 15 or before will receive the new Canada carbon rebate amounts.","441299HAN299-12678379","2024-04-15","EN","parliament","{""themes"":""macroeconomics"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Sur Europe 1, la doyenne des éditorialistes, Catherine Nay, évoquait même la convocation des états généraux par Louis XVI un peu avant sa chute.","www_ledevoir_com_monde_europe_816051_vers-france-ingouvernable_20240706_134329","2024-07-06","FR","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Sur les 3,6 millions de demandes d’asile qui ont été présentées dans le monde en 2023, le Canada en a reçu 146 800, indique le rapport Tendances mondiales du HCR, qui reprend des données statistiques officielles sur les réfugiés, les demandeurs d'asile, les personnes déplacées à l'intérieur de leur propre pays et les apatrides dans le monde.","ici_radio-canada_ca_nouvelle_2080232_canada-classement-demandes-asile-monde-unhcr_20240613_114354","2024-06-13","FR","headlines","{""themes"":[""law_and_crime"",""immigration""],""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"That included 19.5 kilograms of fentanyl — a more than 200 per cent increase from two years prior.","globalnews_ca_news_10893138_donald-trump-tariffs-canada-border__20241202_211335","2024-12-02","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"That is the first comment I have.","441324HAN324-12795195","2024-06-04","EN","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"The BC Wildfire Service issued an NOTAM (Notice to Airmen) on Friday, which makes using any aircraft in the area not part of landslide response illegal.","bc_ctvnews_ca_dam-in-chilcotin-river-will-be-overtaken-by-water-within-hours-b-c-officials-1_6989204_20240805_021348","2024-08-05","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"The Liberals only care about the Liberals.That the government does not want to turn over these documents is a clear sign that there is corruption on many levels, which the Liberals are trying to hide.","441353HAN353-12922207","2024-10-10","EN","parliament","{""themes"":""governments_governance"",""political_parties"":""lpc"",""specific_themes"":null,""sentiment"":""neutral""}"
"The Toronto shelter serves a crucial role helping male victims of abuse, including fathers and their kids, caught in the social services gap.","nationalpost_com_feature_male-victims-of-domestic-abuse_20241108_092353","2024-11-08","EN","headlines","{""themes"":""social_welfare"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"The folks at Swiilawiid are going to be hosting this year's renewable energy symposium on September 21-22.","441318HAN318-12764918","2024-05-27","EN","parliament","{""themes"":""energy"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"The hon. member will have an opportunity to raise that.","441384HAN384-13050023","2024-12-06","EN","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"The leader is the one that gives direction to his or her cabinet.","www_thestar_com_politics_justin-trudeau-has-to-step-down-former-b-c-premier-christy-clark-says-i-want_article_7e17dd48-34c9-11ef-b755-73c82cfcc448_html_20240628_084402","2024-06-28","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"The participants will cover a total of 3,250 kilometres by snowmobile on their way to Wendake, passing through Mashteuiatsh, Rouyn‑Noranda, where they stopped the day before yesterday, Maniwaki, Saint‑Michel‑des‑Saints, and many other places.I went to Témiscaming yesterday to meet up with them.","441275HAN275-12553338","2024-02-05","EN","parliament","{""themes"":""rights_liberties_minorities_discrimination"",""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"The political tumult resulted in the opposition-controlled National Assembly impeaching Yoon and Han.","globalnews_ca_news_10936633_south-korea-plane-crash-boeing-inspection__20241230_153328","2024-12-30","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"The provincial government, meanwhile, has been participating in talks with Hypertec and city of Montreal officials on the issue, and a spokesperson for Environment Minister Benoit Charette said the minister is open to the idea of his department contributing to the purchase of the lands.","montrealgazette_com_news_local-news_tech-company-hopes-to-reach-deal-soon-to-preserve-land-in-technoparc_20240529_030345","2024-05-29","EN","headlines","{""themes"":[""governments_governance"",""environment""],""political_parties"":""caq"",""specific_themes"":null,""sentiment"":""positive""}"
"These reports include the 2015 Deschamps report; the 2018 Auditor General report on inappropriate sexual behaviour in the Canadian Armed Forces; the 2021 Justice Fish report; the 2021 DND-CAF ombudsman report on sexual misconduct; and the 2021 “Eliminating Sexual Misconduct Within the Canadian Armed Forces” report from the status of women committee, which my colleague the member for Sarnia—Lambton alluded to in her question to the previous Liberal speaker.","441339HAN339-12867729","2024-09-19","EN","parliament","{""themes"":[""agriculture"",""governments_governance"",""law_and_crime"",""defense""],""political_parties"":""lpc"",""specific_themes"":null,""sentiment"":""neutral""}"
"They are accusing Conservatives of doing things that this member himself has done on multiple occasions.That is nothing more than politicking because they are hiding a defund-the-police, anti-police agenda within the ranks of their party.","441308HAN308-12718621","2024-05-03","EN","parliament","{""themes"":""law_and_crime"",""political_parties"":""cpc"",""specific_themes"":null,""sentiment"":""neutral""}"
"They ravaged this country.One of the things that I think is very interesting is the climate changer performance index that the member for Regina—Qu'Appelle mentioned earlier.","441291HAN291-12631104","2024-03-19","EN","parliament","{""themes"":""environment"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"This year it is set at $80 per tonne of emissions, which the federal government says adds 17.6 cents to the cost of a litre of gasoline.","www_thestar_com_politics_federal_mark-carney-says-he-would-immediately-scrap-justin-trudeaus-consumer-carbon-price-here-s-what_article_48e3a9c0-df6b-11ef-b0ca-6b4ec49b5b18_html_20250131_134428","2025-01-31","EN","headlines","{""themes"":[""energy"",""environment""],""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Toujours au parc La Fontaine, Fanny Esteves et son chien étaient étendus sous un arbre pour éviter le soleil.","www_lapresse_ca_actualites_2024-06-18_chaleur-extreme_une-chaleur-ecrasante_php_20240619_082348","2024-06-19","FR","headlines","{""themes"":[""agriculture"",""technology""],""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Un nouveau monde est en train de naître.","441369HAN369-12987397","2024-11-08","FR","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"Vous avez des informations à nous communiquer à propos de cette histoire?","www_journaldemontreal_com_2024_05_30_la-criminalite-a-augmente-de-115-a-montreal-en-2023_20240530_141337","2024-05-30","FR","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"Vous avez des informations à nous communiquer à propos de cette histoire?","www_journaldemontreal_com_2024_09_03_menace-de-greves-en-cpe-et-dans-les-garderies-en-milieu-familial--les-educatrices-demandent-de-meilleures-conditions-de-travail-et-un-meilleur-salaire_20240903_153327","2024-09-03","FR","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"We also removed a paragraph from the bill requiring the commission to be satisfied that it had sufficient resources to review a complaint.","441328HAN328-12812830","2024-06-10","EN","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"We are also going to keep supporting Canadians and we are going to build houses from coast to coast.","441363HAN363-12965958","2024-10-31","EN","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"We have been disappointed,” said Broady, the association president and chairwoman of West Vancouver Schools.","vancouversun_com_news_election_bc-election-grading-education-promises_20241013_122334","2024-10-13","EN","headlines","{""themes"":""education"",""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"We must recognize this and act on it.","441290HAN290-12627872","2024-03-18","EN","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"We were able to create that over the objections of [Conservative Leader] Pierre Poilievre and the Conservative party.”","www_theglobeandmail_com_world_article-trudeau-still-not-saying-whether-liberals-were-among-mps-involved-in__20240615_144347","2024-06-15","EN","headlines","{""themes"":null,""political_parties"":""cpc"",""specific_themes"":null,""sentiment"":""neutral""}"
"We will certainly take that into consideration as well as we continue to deliberate on that question.","441312HAN312-12736248","2024-05-09","EN","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"We will continue in our relentless pursuit of economic strategies that work for all Canadians.","441297HAN297-12667766","2024-04-10","EN","parliament","{""themes"":""macroeconomics"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"We will not necessarily listen to rhetoric and ideology that is counterproductive and that only hurts people.","441312HAN312-12736996","2024-05-09","EN","parliament","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"What is the government's plan to protect our borders, our trade and Canadians from tariff—","441379HAN379-13029491","2024-11-29","EN","parliament","{""themes"":[""foreign_trade"",""immigration""],""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"When are you going to do something?’","www_thestar_com_news_gta_toronto-s-most-flood-vulnerable-neighbourhood-continues-to-wait-for-change-after-another-deluge_article_bbaf7cfa-4514-11ef-9112-0b05bb639f78_html_20240721_171412","2024-07-21","EN","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"When the Canadian Security Intelligence Service was first created in 1984, the federal government was the primary target of our adversaries.","441328HAN328-12811682","2024-06-10","EN","parliament","{""themes"":[""defense"",""domestic_commerce""],""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"With cold and flu season in full swing, along with recent increases in RSV, COVID-19 and walking pneumonia, they warn that packed venues and crowded trains could turn into hot spots for spreading germs.","globalnews_ca_news_10869455_taylor-swift-toronto-concert-fall-viruses__20241115_062359","2024-11-15","EN","headlines","{""themes"":[""defense"",""health"",""transportation""],""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"[However] She has had no further information and unfortunately the employees are unaware of when the funding [will] be available.","441288HAN288-12616679","2024-02-29","EN","parliament","{""themes"":""labor"",""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"« C’est un demi-million de dollars en fournitures scolaires qui ont été dépensés », a précisé la directrice générale du Regroupement.","www_lapresse_ca_actualites_2024-08-18_operation-sac-a-dos_record-de-demandes-mais-quatre-fois-moins-de-donateurs_php_20240819_021358","2024-08-19","FR","headlines","{""themes"":""education"",""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"« J’ai quitté le Parti démocrate, confie l’ancien professeur.","www_ledevoir_com_monde_etats-unis_817077_afghans-californie-choix-difficile-election-presidentielle-2024_20240728_014357","2024-07-28","FR","headlines","{""themes"":""education"",""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
"« Si une étude est de faible qualité, cela ne signifie pas que toute l’information est inutile.","ici_radio-canada_ca_recit-numerique_10863_soins-affirmation-genre-bloqueurs-puberte-chirurgie-hormone-transgenre-jeunes-etudes-cass_20241028_165330","2024-10-28","FR","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"«On va couper de façon aléatoire, c'est ça qui est frustrant.","www_tvanouvelles_ca_2024_11_12_elon-musk-nomme-ministre-cest-un-coup-de-maitre-de-donald-trump-avance-un-expert-des-medias_20241113_053329","2024-11-13","FR","headlines","{""themes"":null,""political_parties"":null,""specific_themes"":null,""sentiment"":""negative""}"
"«On voit une rotation, mais comme la vue n’est pas dégagée on ne peut pas savoir si ça touche terre ou non donc on ne peut pas confirmer une tornade», indique Amélie Bertrand, météorologue d’Environnement Canada.","www_journaldemontreal_com_2024_07_24_meteo-du-jour-des-averses-avec-risque-dorage-sur-le-sud-ouest-du-quebec_20240725_113328","2024-07-25","FR","headlines","{""themes"":""technology"",""political_parties"":null,""specific_themes"":null,""sentiment"":""neutral""}"
"«Si vous avez eu des vêtements d’hiver, des tuques, des mitaines pour Noël en cadeau, gardez-les», a affirmé le météorologue.","www_tvanouvelles_ca_2024_12_28_un-printemps-plus-precoce-a-venir-en-2025_20241229_052328","2024-12-29","FR","headlines","{""themes"":""technology"",""political_parties"":null,""specific_themes"":null,""sentiment"":""positive""}"
