body,body_id_for_llm,nemotron,nemotron_inference_time
"Once she submits an application, the department will let her know if more information is required.",122,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.078547750017606
And while the New York Times opined in a headline the “Opening Ceremony Misses the Boat” — alluding to the fact it was held on the Seine — everyone was in agreement Dion was simply dazzling.,123,"{""themes"": [""culture""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",4.280904042010661
Lawyers for the affected inmates are now making court applications to have charges stayed or sentences shortened in response to what they argue are blatant violations of their clients’ Charter rights.,124,"{""themes"": [""civil_rights"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.92626024998026
"The Israeli military official said the area was not a tent complex, but an operational compound run by Hamas and that several more militants were there, guarding Deif.",125,"{""themes"": [""international_affairs"", ""defense""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.751590042025782
"Richardson complained to the CPSO about Cho and a SickKids dermatologist, whose allegedly flawed opinion Cho had relied on.",126,"{""themes"": [""health""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",3.994217833969742
"In his own book last year, Mr.",127,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.874700916989241
"After the Soviets invaded Afghanistan in December 1979, Carter decided to boycott the Summer Olympics in Moscow and asked the Senate to delay ratification of SALT II.",128,"{""themes"": [""international_affairs"", ""defense""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.649428375007119
"He was not surprised by the ultimate decision of the body that grants these increasingly important documents:  “Since you are no longer of school age for the purposes of the application of Division I of Chapter VIII of the Charter of the French Language, no positive decision can be rendered with regard to any request you make at this time concerning your eligibility for instruction in English.”",129,"{""themes"": [""education"", ""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""null""}",4.769442500022706
Mendes says the Sahm Rule also tells us where the unemployment rate is headed.,130,"{""themes"": [""macroeconomics"", ""labor""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",4.835061749967281
"Senators made it clear they thought the policy was ill-conceived, and at least one poll found Canadians weren’t rewarding the Liberals with more support because of it.",131,"{""themes"": [""government_operations"", ""null""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": ""null""}",28.707119875005446
"He also announced the Working Canadians Rebate — a plan to send $250 cheques this spring to every individual who worked in 2023 and made up to $150,000.",132,"{""themes"": [""labor"", ""macroeconomics""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": [""welfare_state""]}",4.835301875020377
"Dean Crawford, a lawyer for Ms.",133,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.164184207969811
"“If John Rustad doesn’t act, he is once again confirming that there is no consequence in his party for spreading hate.”",134,"{""themes"": [""civil_rights"", ""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",42.007570624991786
But it’s certainly a lot friendlier for buyers than it has been.”,135,"{""themes"": [""housing"", ""domestic_commerce""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",4.264572333020624
"A woman holds her smartphone near an illuminated decoration on New Year's Eve in Seoul, South Korea, Tuesday, Dec.",136,"{""themes"": [""culture"", ""technology""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.462160541967023
“We need to protect our volunteers.”,137,"{""themes"": [""social_welfare""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",23.475977875001263
"Elections Nova Scotia said the polling station didn’t open at 8 a.m., so it stayed open until 9 p.m.",138,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.9858987079933286
"It’s more serious, and I think that the people participating understand that ‘sacrifices’ have been made to ensure the ability to vote on this issue,” Waters said in an interview.",139,"{""themes"": [""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.27492950001033
"We areworking closely with authorities and the implicated ranch to determine the possible cause,” saidCraig Slate, SunFed president, in the news release.",140,"{""themes"": [""agriculture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.453144041006453
It was previously held by former Trudeau cabinet minister David Lametti.,141,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": ""null""}",4.262569417012855
"Canada’s deadliest listeria outbreak, at Maple Leaf Foods in Toronto, killed 24 people in 2008.",142,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.993883916991763
“It appears the Canada Industrial Relations Board (CIRB) will have 72 hours to do its work before issuing a back to work order on Monday.,143,"{""themes"": [""labor""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.363777292019222
An eighth system has been funded and ordered and is expected to be in the field some time next year.,144,"{""themes"": [""defense"", ""technology""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.9891824580263346
"Reached by phone Wednesday, an NDP spokesperson said Ashton was in Quebec City ""to discuss language priorities"" because she's the party's critic for official languages and needed to ""find out things she needs to prioritize.""",145,"{""themes"": [""civil_rights"", ""culture""], ""sentiment"": ""neutral"", ""political_parties"": ""NDP"", ""specific_themes"": null}",4.849691167008132
CTV News has learned Kaur’s brother and father are now in the province.,146,"{""themes"": [""immigration"", ""family""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.358011875010561
"Meanwhile, rumours are swirling of impending budget cuts at hospitals.",147,"{""themes"": [""health"", ""macroeconomics""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""public_finance""}",4.5478463339968584
"Economic struggles, a mass importation of apples and last year’s woes has farmers feeling discouraged, the Ontario Apple Growers association says.",148,"{""themes"": [""agriculture"", ""macroeconomics""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.649770291987807
"Some detransitioners are suing their doctors, alleging their desire for extreme interventions was never challenged and alternative options never offered.",149,"{""themes"": [""health"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.273491459025536
"Ian Tostenson, president of the B.C.",150,"{""themes"": [""labor""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.976860333001241
"Liberal MP Anita Vandenbeld said during the committee that she and all committee members care about the issue of gender-based violence, then called for a debate on a motion related to abortion rights, which the Liberals say would be at risk under a Conservative government.",151,"{""themes"": [""civil_rights"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC"", ""CPC""], ""specific_themes"": null}",5.230561374977697
He had to be ferried from Scarborough to a specialist at Toronto Western Hospital to be put in a coma.,152,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.9851909579592757
"Kelly Gordon of Romer’s Burger Bar says his restaurants’ patios have sat more empty than usual this month, due to untimely bouts of rainy and cold weather.",153,"{""themes"": [""domestic_commerce"", ""environment""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.846672708983533
"“We just wanted it more,” Jecho said.",154,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.8736842090147547
The officer was looking for the suspicious person when another officer hoisted him up so he could grab the edge of the roof.,155,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.994042000034824
"“The technology has improved so much, so it’s easier to do (stadiums).",156,"{""themes"": [""technology""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",3.9779322919785045
"“No changes to the characterization of residual effects are anticipated as a result of the proposed changes,” said the partners in their route change filings to the B.C.",157,"{""themes"": [""transportation"", ""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.641810792032629
Conservative Leader John Rustad is pleased to have taken a party that barely existed 18 months ago to one that came within a couple seats of forming government.,158,"{""themes"": [""government_operations""], ""sentiment"": ""positive"", ""political_parties"": [""CPC""], ""specific_themes"": null}",4.267521500005387
Whoever wins the Liberal leadership race on March 9 will have just a couple of weeks to introduce themselves to Canadians as their new prime minister and turn the Liberals’ fortunes around before Parliament is set to return on March 24.,159,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",4.277581459027715
Your weekly guide to what you need to know about federal politics and the minority Liberal government.,160,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",3.9790617920225486
Toronto MP Nathaniel Erskine-Smith said Wednesday’s caucus discussions centred on the next steps the party needs to take to be election-ready and that the party’s leadership was not a focus of the talks.,161,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",4.277573457977269
"The U.S. president has framed the surcharges as a way to force a crackdown against people illegally crossing its borders, as well as to force stronger action to prevent the potent drug fentanyl from being smuggled between North American countries.",162,"{""themes"": [""immigration"", ""law_and_crime"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",5.309703957987949
"Eby acknowledged the tipping point for his decision was a fatal attack by a mentally ill man in Vancouver’s Downtown Eastside earlier this month, and the death of a 13-year-old girl from an overdose after her family were unable to get her into care when she refused.",163,"{""themes"": [""health"", ""law_and_crime"", ""social_welfare""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""welfare_state""}",5.4345265830052085
They have identified at least 272 people who purchased them over a two-year period.,164,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.467728667019401
Certain oysters have been recalled in three Canadian provinces following a suspected outbreak of norovirus in British Columbia that left dozens of people sick.,165,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.283352125028614
"The health, safety, rights and dignity of women are facing new threats.",166,"{""themes"": [""health"", ""civil_rights""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.359174209006596
The NDP currently leads in Surrey-Guildford by 27 votes while the Conservatives are ahead in Kelowna Centre by 38 votes.,167,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": [""NDP"", ""CPC""], ""specific_themes"": ""null""}",4.3663080830010585
"Thompson, 50, had been in the city from Minnesota since Monday.",168,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.8843647909816355
CBSA adds that a prescription from a doctor does not count as authorization from Health Canada.,169,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.9797540419967845
"""Even some folks who have soft support for Kamala Harris and Tim Walz may find themselves saying to themselves, 'Hey, look, I don't necessarily want to support Donald Trump, but the economy's not great right now and it was better when he was president.'""",170,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": [""Democratic Party"", ""Republican Party""], ""specific_themes"": null}",29.78937474999111
"Mangione called “Unabomber” Ted Kaczynski a “political revolutionary” and may have found inspiration from the man who carried out a series of bombings while railing against modern society and technology, according to police bulletin.",171,"{""themes"": [""technology"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.56828308297554
"Dominic LeBlanc, the only cabinet minister at the November dinner, said Trump’s comment was a joke.",172,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",4.366273832973093
But Pierre Trudeau stayed on and led the Liberal Party into a federal election in the spring of 1979.,173,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": ""null""}",4.272952750034165
Here’s how to spot them The Canadian Taxi Association is warning customers about scams involving fake roof signs that have recently been reported in several cities.,174,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",21.772098916990217
"Now, he will focus on finding a home for his family, something he wasn't able to secure during the war between displacements and bombing campaigns across the strip.",175,"{""themes"": [""housing"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.648221000039484
They said Ottawa will continue to discuss border security issues with the incoming Republican administration.,176,"{""themes"": [""international_affairs"", ""immigration""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.26259320799727
The fierce competition for the limited spots has already pushed up the qualifying threshold for permanent residence under the economic immigration class.,177,"{""themes"": [""immigration"", ""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.277733541035559
Closed Captioning and Described Video is available for many CBC shows offered on CBC Gem.,178,"{""themes"": [""technology"", ""culture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.981276166974567
"They started dating several months later after working on a community theatre production of Monty Python, which Rustad can quote at length.",179,"{""themes"": [""culture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.984551790985279
"“I’m not an overly religious person, but I can tell you I have talked to God … I remember the night just thinking, ‘Please, please, please, just let her come home.",180,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.463959124987014
Speaking out of both sides of his mouth about Israel and the Middle East.,181,"{""themes"": [""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.162785208027344
Police say there is no risk to the public as both deaths are believed to be targeted and domestic in nature.,182,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.986886541999411
He did say there would have been many more closures if the province had not done its best to prevent them.,183,"{""themes"": [""health"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.082282167044468
A government spokesperson said those measures would come into effect in the new year.,184,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.9756716249976307
No time has been set for full access to the community.,185,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.158990791009273
"The figures don't count taxes, or resort, cleaning and service fees.",186,"{""themes"": [""domestic_commerce""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.455738916003611
"With so much uncertainty looming, Canada has been preparing for a second Trump presidency for months.",187,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.879282083013095
"Sabourin said it would be at least a month before the break can be repaired, in part because the city doesn’t have all the necessary parts and equipment on hand.",188,"{""themes"": [""public_lands"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.557078000041656
The statement claimed Khan was residing in Canada on a student visa.,189,"{""themes"": [""immigration""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.7876157499849796
"“If you were in a park like Mount Royal Park or any of the nice parks in Montreal, those are going to be much cooler than if you were right near one of the major highways that are all concrete and cement,” Weichenthal said Tuesday, the first day of the city’s heat wave.",190,"{""themes"": [""environment"", ""health""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.563497042050585
ET on Wednesday that it was conducting law enforcement activity “related to this morning’s New Orleans attack” in the north end of the city.,191,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.270454207959119
"In February, it mocked her way of speaking with video of her repeating the term “significance of the passage of time.”",192,"{""themes"": [""null""], ""sentiment"": ""negative"", ""political_parties"": [""null""], ""specific_themes"": [""null""]}",3.895315292000305
"After winning the Polaris Music Prize for best Canadian album for his 2018 debut Wolastoqiyik Lintuwakonawa, Jeremy Dutcher settled in Montreal.",193,"{""themes"": [""culture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.261892000038642
"Its ripple effect will be a new public realm, new community spaces and new homes, he said — opening the door for tens of thousands of new residents to soon call central Scarborough home.",194,"{""themes"": [""housing"", ""public_lands""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.651898250041995
"In his will, The Rotary Foundation Canada (TRFC) is named as the sole beneficiary to receive the estate, minus money for Mary's living expenses.",195,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.4567302920040675
An online real estate media outlet last year referred to McCredie as a “disruptor.”,196,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.180133583024144
"Certification for lifeguards includes a “wet” test that, for beach lifeguards, is a rescue drill that includes a timed 100-metre run, 100-metre swim, 100-metre tow, use of watercraft (rowboat or float), and demonstration of lifesaving measures.",197,"{""themes"": [""health"", ""education""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.579826915985905
"In Unified Command, Parks Canada and the Municipality of Jasper continue to manage this crisis from the Town of Hinton.”",198,"{""themes"": [""public_lands"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.269448042032309
"She said in the short term, governments have to focus on the current uncertainty, whether it be retaliatory tariffs or increased taxes on our energy exports.",199,"{""themes"": [""macroeconomics"", ""energy"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.943229417025577
“When the sustainability office was installing a living roof on the fourth floor under our beehive … a toad hitchhiked with the plants.,200,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.273199916002341
"The tariffs carry both political and economic risks for Trump, who is just two weeks into his second term.",201,"{""themes"": [""macroeconomics"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""public_finance""}",4.744675333960913
"Indeed, one of those MPs seeking a leadership change said part of the problem is that there is almost no one seeking a revolt who will say so when the TV cameras are pointed at them.",202,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.563320040993858
"The list is heavy on bridges and highways, but includes commitments to transit and commuter rail in the Fraser Valley.",203,"{""themes"": [""transportation"", ""infrastructure""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.37248624995118
More cheers when the debate moderator called out Trump’s false claim that some states legalize the killing of babies after birth.,204,"{""themes"": [""law_and_crime"", ""health""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.7623384579783306
"Later in the morning, a man walking his dog in the Olympic Village area called 911 to report that an individual “behaving erratically” had approached him and was yelling at him.",205,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.743710000009742
"“The city is implementing a plan which will give better and safer access to people who are seniors, or who have mobility limitations, than they had before the High Park Movement Strategy was implemented,” said Perks.",206,"{""themes"": [""transportation"", ""social_welfare""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",4.555238583008759
"More than four million passengers boarded Via trains in 2023, a 25 per cent bump from the previous year.",207,"{""themes"": [""transportation""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",3.8057355829514563
Gaudreau’s impact on the community during his time with the Flames.,208,"{""themes"": [""culture""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.16784412501147
"“It’s largely due to the fact that we haven’t seen inventory build up with single-family homes, so the uptick in demand has created tighter market conditions because there’s less choice,” he said.",209,"{""themes"": [""housing""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.176355790987145
“Large retailers can switch to local food sooner because of it.”,210,"{""themes"": [""agriculture"", ""domestic_commerce""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",4.4578919999767095
"So there’s a conversation we’ll be having with the federal government about how they’re going to offset that so that New Brunswickers don’t feel it,” she said.",211,"{""themes"": [""macroeconomics"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",4.827798167010769
Selecting a non-politician as prime minister – Mr.,212,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.266369666962419
Ng said she was “disappointed” in her colleagues that their dissension did not remain in caucus.,213,"{""themes"": [""government_operations""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.367491707962472
"“We did expect a cooler and somewhat snowier winter for B.C. a few months ago,” Doyle said.",214,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.9808683329611085
"Santos, in line with other municipal groups, has pushed for a doubling of that rate, and also asked that that the money be paid to the municipality where students live as opposed to where they are registered to study.",215,"{""themes"": [""education"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""public_finance""}",4.75647324998863
"Footage circulated on Palestinian media, which Reuters could not immediately verify, showed people rushing to the bomb site to help evacuate the casualties.",216,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.8941963330144063
"Métis National Council (MNC) president Cassidy Caron said there has been more progress in the past nine years “than we ever have in our history for the Métis nation,” including the signing of its Canada-Métis Nation Accord and “innovative” co-developed legislation with child welfare.",217,"{""themes"": [""civil_rights"", ""social_welfare""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": [""welfare_state""]}",5.430632707953919
"The sixth person who was missing in the water was located after a lengthy search and was found dead, Fort Lauderdale Fire Rescue said on X.",218,"{""themes"": [""null""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.4592034999514
"This circadian rhythm regulates a person’s sleep cycle, telling them when to sleep and wake up.",219,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.166115749976598
"While its close relatives are free-living fish that live on shallow sea floors less than 10 metres deep, the new species, Bathygobius mero, makes its home in a large barrel sponge in deeper waters, between nine and 30 metres below the surface.",220,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.9980851670261472
Montreal’s dockworkers ended a 72-hour strike on Thursday.,221,"{""themes"": [""labor"", ""transportation""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.357274749956559
"In true #Swiftie spirit, we accept your generous gift.",222,"{""themes"": [""null""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.8711214999784715
Support us by subscribing today: The Vancouver Sun | The Province.,223,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.166377165995073
"Asked if the shooting was an assassination attempt, the President said he was awaiting further information from the investigation.",224,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.269751417043153
"In what became a flashpoint incident in the fallout from the Israel-Hamas war, Reisman’s Indigo Store near Bay and Bloor Streets was defaced on Nov. 10, 2023 by pro-Palestinian protesters, who splashed red paint on the windows and plastered dozens of posters of Reisman’s face that accused her of “funding genocide.”",225,"{""themes"": [""international_affairs"", ""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",5.062689667043742
"This time, he urged his voters to lock down their ballots in advance and they complied in droves.",226,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.276141332986299
"“Wrongful resignation isn’t really a thing, and that’s because the damages are so minor,” Moody said.",227,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.461557375034317
"Canada's Prime Minister Justin Trudeau, center, speaks during a media conference at a NATO summit in Madrid, Spain on Thursday, June 30, 2022.",228,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": ""LPC"", ""specific_themes"": null}",4.364549625024665
Singer Billie Joe Armstrong was a fireball of energy — heat be damned — leading the charge with irrepressible charisma and an impish grin.,229,"{""themes"": [""culture""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.176659709017258
A 10-year-old boy spent most of this year living in an office at the children’s aid society in a small town in southwestern Ontario.,230,"{""themes"": [""social_welfare"", ""housing""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": [""welfare_state""]}",5.01413045800291
I think people are really deeply uncomfortable here with Pierre Poilievre — they're worried about that brand of politics.,231,"{""themes"": [""null""], ""sentiment"": ""negative"", ""political_parties"": [""CPC""], ""specific_themes"": ""null""}",4.279435125004966
"She described how she wouldn’t let her kids play on Beach 1, a heavily trafficked strip of stores and restaurants known locally as the Main End, and that other locals wouldn’t either.",232,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",32.050361833011266
Poilievre is the only party leader in Parliament who still refuses to obtain the necessary security clearance to access classified documents on foreign governments' political interference activities in Canada.,233,"{""themes"": [""international_affairs"", ""government_operations""], ""sentiment"": ""negative"", ""political_parties"": [""CPC""], ""specific_themes"": null}",4.748683457961306
"François Legault, the premier of Quebec, agreed that there should be additional funding to other provinces so that they can take asylum seekers.",234,"{""themes"": [""immigration"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""CAQ""], ""specific_themes"": null}",4.635089917050209
"Snyder told WPTV that the suspect ""was not armed when we took him out of the car.""",235,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.4688378749997355
Police say the baby boy's death is now considered the city's 79th homicide of the year and the homicide unit has taken over the investigation.,236,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.739943291002419
"“The team has learned a significant amount of information about the breadth and depth of criminal activity orchestrated by agents of the government of India, and consequential threats to the safety and security of Canadians and individuals living in Canada,” Duheme said.",237,"{""themes"": [""law_and_crime"", ""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.9509992499952205
Next year’s number will go down by another 10 per cent.,238,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""public_finance""]}",4.178166166006122
"Seniors’ advocates say some of these closures are part of a developing trend in which nursing-home owners, faced with costly provincial requirements to meet modern design standards, may choose instead to sell the properties to capitalize on the city’s sky-high real estate values.",239,"{""themes"": [""health"", ""social_welfare"", ""housing""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""welfare_state""]}",5.316307125031017
"Many areas in Lebanon were heavily damaged during the conflict between Israel and Hezbollah, which ended with a shaky ceasefire.",240,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.899798749946058
"But the team did suggest there's a silver lining: the 1.7 per cent overall death rate among study participants, regardless of whether they received the drug or not, was lower than the mpox mortality seen among all known cases in Congo.",241,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.189043584046885
"The Bloc wants the government to help push through two Bloc bills, Blanchet said.",242,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""BQ""], ""specific_themes"": null}",4.255589582957327
