body,body_id_for_llm,deepseek,deepseek_inference_time
"In his own book last year, Mr.",127,"{""themes"": null, ""sentiment"": null, ""political_parties"": null, ""specific_themes"": null}",30.2367154579988
"After the Soviets invaded Afghanistan in December 1979, Carter decided to boycott the Summer Olympics in Moscow and asked the Senate to delay ratification of SALT II.",128,"{""themes"": [""international_affairs"", ""defense""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",34.68253762500535
"He was not surprised by the ultimate decision of the body that grants these increasingly important documents:  “Since you are no longer of school age for the purposes of the application of Division I of Chapter VIII of the Charter of the French Language, no positive decision can be rendered with regard to any request you make at this time concerning your eligibility for instruction in English.”",129,"{""themes"": [""education"", ""culture""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",29.245153957992443
Mendes says the Sahm Rule also tells us where the unemployment rate is headed.,130,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",39.79839570799959
"Senators made it clear they thought the policy was ill-conceived, and at least one poll found Canadians weren’t rewarding the Liberals with more support because of it.",131,"{""themes"": [""government_operations""], ""sentiment"": ""negative"", ""political_parties"": [""LPC""], ""specific_themes"": null}",31.372033874999033
"He also announced the Working Canadians Rebate — a plan to send $250 cheques this spring to every individual who worked in 2023 and made up to $150,000.",132,"{""themes"": [""social_welfare""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": [""public_finance""]}",30.342977124993922
"Dean Crawford, a lawyer for Ms.",133,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",22.251567624989548
"“If John Rustad doesn’t act, he is once again confirming that there is no consequence in his party for spreading hate.”",134,"{""themes"": [""government_operations"", ""civil_rights""], ""sentiment"": ""negative"", ""political_parties"": ""CPC"", ""specific_themes"": null}",26.157641208003042
But it’s certainly a lot friendlier for buyers than it has been.”,135,"{""themes"": [""domestic_commerce""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",24.67505320798955
"A woman holds her smartphone near an illuminated decoration on New Year's Eve in Seoul, South Korea, Tuesday, Dec.",136,"{""themes"": [""technology"", ""culture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",30.40178954100702
“We need to protect our volunteers.”,137,"{""themes"": [""labor""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",30.93623929200112
"Elections Nova Scotia said the polling station didn’t open at 8 a.m., so it stayed open until 9 p.m.",138,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",19.701715667004464
"It’s more serious, and I think that the people participating understand that ‘sacrifices’ have been made to ensure the ability to vote on this issue,” Waters said in an interview.",139,"{""themes"": [""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",28.5836060839938
"We areworking closely with authorities and the implicated ranch to determine the possible cause,” saidCraig Slate, SunFed president, in the news release.",140,"{""themes"": [""agriculture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",37.40470299999288
It was previously held by former Trudeau cabinet minister David Lametti.,141,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",25.815663249988575
"Canada’s deadliest listeria outbreak, at Maple Leaf Foods in Toronto, killed 24 people in 2008.",142,"{""themes"": [""health""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",24.03087320900522
“It appears the Canada Industrial Relations Board (CIRB) will have 72 hours to do its work before issuing a back to work order on Monday.,143,"{""themes"": [""labor"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",26.459916458989028
An eighth system has been funded and ordered and is expected to be in the field some time next year.,144,"{""themes"": [""technology"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",20.45985945800203
"Reached by phone Wednesday, an NDP spokesperson said Ashton was in Quebec City ""to discuss language priorities"" because she's the party's critic for official languages and needed to ""find out things she needs to prioritize.""",145,"{""themes"": [""culture""], ""sentiment"": ""neutral"", ""political_parties"": ""NDP"", ""specific_themes"": null}",26.55466795800021
CTV News has learned Kaur’s brother and father are now in the province.,146,"{""themes"": [""immigration""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",19.877660833997652
"Meanwhile, rumours are swirling of impending budget cuts at hospitals.",147,"{""themes"": [""health""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": [""public_finance""]}",22.261452250008006
"Economic struggles, a mass importation of apples and last year’s woes has farmers feeling discouraged, the Ontario Apple Growers association says.",148,"{""themes"": [""macroeconomics"", ""agriculture"", ""domestic_commerce""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",41.038517833992955
"Some detransitioners are suing their doctors, alleging their desire for extreme interventions was never challenged and alternative options never offered.",149,"{""themes"": [""health""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",37.87302412500139
"Ian Tostenson, president of the B.C.",150,"{""themes"": [""domestic_commerce""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",101.07479408400832
"Liberal MP Anita Vandenbeld said during the committee that she and all committee members care about the issue of gender-based violence, then called for a debate on a motion related to abortion rights, which the Liberals say would be at risk under a Conservative government.",151,"{""themes"": [""civil_rights""], ""sentiment"": ""negative"", ""political_parties"": [""LPC"", ""CPC""], ""specific_themes"": null}",27.08268995799881
He had to be ferried from Scarborough to a specialist at Toronto Western Hospital to be put in a coma.,152,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",31.662274125003023
"Kelly Gordon of Romer’s Burger Bar says his restaurants’ patios have sat more empty than usual this month, due to untimely bouts of rainy and cold weather.",153,"{""themes"": [""domestic_commerce""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",43.487036374994204
"“We just wanted it more,” Jecho said.",154,"{""themes"": null, ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",40.04896350001218
The officer was looking for the suspicious person when another officer hoisted him up so he could grab the edge of the roof.,155,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",17.30082575000415
"“The technology has improved so much, so it’s easier to do (stadiums).",156,"{""themes"": [""technology"", ""public_lands""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",21.016701707994798
"“No changes to the characterization of residual effects are anticipated as a result of the proposed changes,” said the partners in their route change filings to the B.C.",157,"{""themes"": [""transportation""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",21.049036875003367
Conservative Leader John Rustad is pleased to have taken a party that barely existed 18 months ago to one that came within a couple seats of forming government.,158,"{""themes"": [""government_operations""], ""sentiment"": ""positive"", ""political_parties"": [""CPC""], ""specific_themes"": null}",30.40431733400328
Whoever wins the Liberal leadership race on March 9 will have just a couple of weeks to introduce themselves to Canadians as their new prime minister and turn the Liberals’ fortunes around before Parliament is set to return on March 24.,159,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",30.909404874997563
Your weekly guide to what you need to know about federal politics and the minority Liberal government.,160,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",46.82226724999782
Toronto MP Nathaniel Erskine-Smith said Wednesday’s caucus discussions centred on the next steps the party needs to take to be election-ready and that the party’s leadership was not a focus of the talks.,161,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",22.41571308299899
"The U.S. president has framed the surcharges as a way to force a crackdown against people illegally crossing its borders, as well as to force stronger action to prevent the potent drug fentanyl from being smuggled between North American countries.",162,"{""themes"": [""immigration"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",34.91145387500001
"Eby acknowledged the tipping point for his decision was a fatal attack by a mentally ill man in Vancouver’s Downtown Eastside earlier this month, and the death of a 13-year-old girl from an overdose after her family were unable to get her into care when she refused.",163,"{""themes"": [""health"", ""social_welfare""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": ""welfare_state""}",29.287231541005895
They have identified at least 272 people who purchased them over a two-year period.,164,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",22.75689895800315
Certain oysters have been recalled in three Canadian provinces following a suspected outbreak of norovirus in British Columbia that left dozens of people sick.,165,"{""themes"": [""health""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",29.048939500004053
"The health, safety, rights and dignity of women are facing new threats.",166,"{""themes"": [""civil_rights""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",24.861421999987215
The NDP currently leads in Surrey-Guildford by 27 votes while the Conservatives are ahead in Kelowna Centre by 38 votes.,167,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""NDP"", ""CPC""], ""specific_themes"": null}",21.526816666999366
"Thompson, 50, had been in the city from Minnesota since Monday.",168,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",29.78417008399265
CBSA adds that a prescription from a doctor does not count as authorization from Health Canada.,169,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",21.970592417012085
"""Even some folks who have soft support for Kamala Harris and Tim Walz may find themselves saying to themselves, 'Hey, look, I don't necessarily want to support Donald Trump, but the economy's not great right now and it was better when he was president.'""",170,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",32.216078957993886
"Mangione called “Unabomber” Ted Kaczynski a “political revolutionary” and may have found inspiration from the man who carried out a series of bombings while railing against modern society and technology, according to police bulletin.",171,"{""themes"": [""law_and_crime"", ""technology""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",22.794142083002953
"Dominic LeBlanc, the only cabinet minister at the November dinner, said Trump’s comment was a joke.",172,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",28.5571133330086
But Pierre Trudeau stayed on and led the Liberal Party into a federal election in the spring of 1979.,173,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""LPC"", ""specific_themes"": null}",19.873799916997086
Here’s how to spot them The Canadian Taxi Association is warning customers about scams involving fake roof signs that have recently been reported in several cities.,174,"{""themes"": [""law_and_crime"", ""transportation""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",30.498617833000026
"Now, he will focus on finding a home for his family, something he wasn't able to secure during the war between displacements and bombing campaigns across the strip.",175,"{""themes"": [""housing"", ""defense""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",26.0481462500029
They said Ottawa will continue to discuss border security issues with the incoming Republican administration.,176,"{""themes"": [""law_and_crime"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",22.355936792009743
The fierce competition for the limited spots has already pushed up the qualifying threshold for permanent residence under the economic immigration class.,177,"{""themes"": [""immigration""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",32.2233231249993
Closed Captioning and Described Video is available for many CBC shows offered on CBC Gem.,178,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",27.194560666990583
"They started dating several months later after working on a community theatre production of Monty Python, which Rustad can quote at length.",179,"{""themes"": [""culture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",21.044852958002593
"“I’m not an overly religious person, but I can tell you I have talked to God … I remember the night just thinking, ‘Please, please, please, just let her come home.",180,"{""themes"": [""null""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",24.419487458013464
Speaking out of both sides of his mouth about Israel and the Middle East.,181,"{""themes"": [""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",22.159889417001978
Police say there is no risk to the public as both deaths are believed to be targeted and domestic in nature.,182,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",24.771511084007216
He did say there would have been many more closures if the province had not done its best to prevent them.,183,"{""themes"": [""macroeconomics"", ""public_finance""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",32.8155608340021
A government spokesperson said those measures would come into effect in the new year.,184,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",20.91062341700308
No time has been set for full access to the community.,185,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",33.44881554100721
"The figures don't count taxes, or resort, cleaning and service fees.",186,"{""themes"": [""domestic_commerce""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",22.739670499999193
"With so much uncertainty looming, Canada has been preparing for a second Trump presidency for months.",187,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",25.244954540990875
"Sabourin said it would be at least a month before the break can be repaired, in part because the city doesn’t have all the necessary parts and equipment on hand.",188,"{""themes"": [""transportation""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",25.00745191599708
The statement claimed Khan was residing in Canada on a student visa.,189,"{""themes"": [""immigration"", ""education""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",33.44845974999771
"“If you were in a park like Mount Royal Park or any of the nice parks in Montreal, those are going to be much cooler than if you were right near one of the major highways that are all concrete and cement,” Weichenthal said Tuesday, the first day of the city’s heat wave.",190,"{""themes"": [""environment"", ""public_lands""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",27.099252542000613
ET on Wednesday that it was conducting law enforcement activity “related to this morning’s New Orleans attack” in the north end of the city.,191,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",30.322439374998794
"In February, it mocked her way of speaking with video of her repeating the term “significance of the passage of time.”",192,"{""themes"": null, ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",18.250853167002788
"After winning the Polaris Music Prize for best Canadian album for his 2018 debut Wolastoqiyik Lintuwakonawa, Jeremy Dutcher settled in Montreal.",193,"{""themes"": [""culture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",31.57427708301111
"Its ripple effect will be a new public realm, new community spaces and new homes, he said — opening the door for tens of thousands of new residents to soon call central Scarborough home.",194,"{""themes"": [""housing""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",42.47777029199642
"In his will, The Rotary Foundation Canada (TRFC) is named as the sole beneficiary to receive the estate, minus money for Mary's living expenses.",195,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",29.739178167001228
An online real estate media outlet last year referred to McCredie as a “disruptor.”,196,"{""themes"": [""housing""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",34.05480070800695
"Certification for lifeguards includes a “wet” test that, for beach lifeguards, is a rescue drill that includes a timed 100-metre run, 100-metre swim, 100-metre tow, use of watercraft (rowboat or float), and demonstration of lifesaving measures.",197,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",21.297931749999407
"In Unified Command, Parks Canada and the Municipality of Jasper continue to manage this crisis from the Town of Hinton.”",198,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",31.26160633401014
"She said in the short term, governments have to focus on the current uncertainty, whether it be retaliatory tariffs or increased taxes on our energy exports.",199,"{""themes"": [""foreign_trade"", ""energy""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": [""public_finance""]}",28.856491415994242
“When the sustainability office was installing a living roof on the fourth floor under our beehive … a toad hitchhiked with the plants.,200,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",26.463388332995237
"The tariffs carry both political and economic risks for Trump, who is just two weeks into his second term.",201,"{""themes"": [""foreign_trade"", ""government_operations""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",30.863381749994005
"Indeed, one of those MPs seeking a leadership change said part of the problem is that there is almost no one seeking a revolt who will say so when the TV cameras are pointed at them.",202,"{""themes"": [""government_operations""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",25.8851045420015
"The list is heavy on bridges and highways, but includes commitments to transit and commuter rail in the Fraser Valley.",203,"{""themes"": [""transportation""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",27.7737542919931
More cheers when the debate moderator called out Trump’s false claim that some states legalize the killing of babies after birth.,204,"{""themes"": [""civil_rights""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",39.62403641700803
"Later in the morning, a man walking his dog in the Olympic Village area called 911 to report that an individual “behaving erratically” had approached him and was yelling at him.",205,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",25.779800207994413
"“The city is implementing a plan which will give better and safer access to people who are seniors, or who have mobility limitations, than they had before the High Park Movement Strategy was implemented,” said Perks.",206,"{""themes"": [""social_welfare""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": ""welfare_state""}",24.24721433299419
"More than four million passengers boarded Via trains in 2023, a 25 per cent bump from the previous year.",207,"{""themes"": [""transportation"", ""macroeconomics""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",26.432388999994146
Gaudreau’s impact on the community during his time with the Flames.,208,"{""themes"": [""culture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",27.068357625001227
"“It’s largely due to the fact that we haven’t seen inventory build up with single-family homes, so the uptick in demand has created tighter market conditions because there’s less choice,” he said.",209,"{""themes"": [""housing""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",17.21992295900418
“Large retailers can switch to local food sooner because of it.”,210,"{""themes"": [""domestic_commerce"", ""agriculture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",26.664845291001257
"So there’s a conversation we’ll be having with the federal government about how they’re going to offset that so that New Brunswickers don’t feel it,” she said.",211,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""welfare_state""}",20.66486345800513
Selecting a non-politician as prime minister – Mr.,212,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",32.67852479200519
Ng said she was “disappointed” in her colleagues that their dissension did not remain in caucus.,213,"{""themes"": [""government_operations""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",31.726294666004833
"“We did expect a cooler and somewhat snowier winter for B.C. a few months ago,” Doyle said.",214,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",21.49863104200631
"Santos, in line with other municipal groups, has pushed for a doubling of that rate, and also asked that that the money be paid to the municipality where students live as opposed to where they are registered to study.",215,"{""themes"": [""education"", ""social_welfare""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",31.40435187499679
"Footage circulated on Palestinian media, which Reuters could not immediately verify, showed people rushing to the bomb site to help evacuate the casualties.",216,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",17.491951250005513
"Métis National Council (MNC) president Cassidy Caron said there has been more progress in the past nine years “than we ever have in our history for the Métis nation,” including the signing of its Canada-Métis Nation Accord and “innovative” co-developed legislation with child welfare.",217,"{""themes"": [""civil_rights"", ""social_welfare""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": ""welfare_state""}",30.099518375005573
"The sixth person who was missing in the water was located after a lengthy search and was found dead, Fort Lauderdale Fire Rescue said on X.",218,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",24.8938007090037
"This circadian rhythm regulates a person’s sleep cycle, telling them when to sleep and wake up.",219,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",19.28741699999955
"While its close relatives are free-living fish that live on shallow sea floors less than 10 metres deep, the new species, Bathygobius mero, makes its home in a large barrel sponge in deeper waters, between nine and 30 metres below the surface.",220,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",31.818352332993527
Montreal’s dockworkers ended a 72-hour strike on Thursday.,221,"{""themes"": [""labor""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",21.685372292005923
"In true #Swiftie spirit, we accept your generous gift.",222,"{""themes"": [""culture""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",19.95290412499162
Support us by subscribing today: The Vancouver Sun | The Province.,223,"{""themes"": null, ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",31.0309957920108
"Asked if the shooting was an assassination attempt, the President said he was awaiting further information from the investigation.",224,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",20.159830374992453
"In what became a flashpoint incident in the fallout from the Israel-Hamas war, Reisman’s Indigo Store near Bay and Bloor Streets was defaced on Nov. 10, 2023 by pro-Palestinian protesters, who splashed red paint on the windows and plastered dozens of posters of Reisman’s face that accused her of “funding genocide.”",225,"{""themes"": [""international_affairs"", ""civil_rights""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",31.510313041013433
"This time, he urged his voters to lock down their ballots in advance and they complied in droves.",226,"{""themes"": [""null""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",30.386140832997626
"“Wrongful resignation isn’t really a thing, and that’s because the damages are so minor,” Moody said.",227,"{""themes"": [""law_and_crime"", ""labor""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",22.661274541998864
"Canada's Prime Minister Justin Trudeau, center, speaks during a media conference at a NATO summit in Madrid, Spain on Thursday, June 30, 2022.",228,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": ""LPC"", ""specific_themes"": null}",26.16245158300444
Singer Billie Joe Armstrong was a fireball of energy — heat be damned — leading the charge with irrepressible charisma and an impish grin.,229,"{""themes"": [null], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",27.028644125006394
A 10-year-old boy spent most of this year living in an office at the children’s aid society in a small town in southwestern Ontario.,230,"{""themes"": [""social_welfare""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": [""welfare_state""]}",32.25130550000176
I think people are really deeply uncomfortable here with Pierre Poilievre — they're worried about that brand of politics.,231,"{""themes"": [""government_operations""], ""sentiment"": ""negative"", ""political_parties"": [""CPC""], ""specific_themes"": null}",24.490485250003985
"She described how she wouldn’t let her kids play on Beach 1, a heavily trafficked strip of stores and restaurants known locally as the Main End, and that other locals wouldn’t either.",232,"{""themes"": [""environment""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",27.42717716698826
Poilievre is the only party leader in Parliament who still refuses to obtain the necessary security clearance to access classified documents on foreign governments' political interference activities in Canada.,233,"{""themes"": [""government_operations"", ""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": ""CPC"", ""specific_themes"": ""public_finance""}",29.62884191601188
"François Legault, the premier of Quebec, agreed that there should be additional funding to other provinces so that they can take asylum seekers.",234,"{""themes"": [""immigration"", ""social_welfare""], ""sentiment"": ""positive"", ""political_parties"": ""CAQ"", ""specific_themes"": ""welfare_state""}",25.578796542002237
"Snyder told WPTV that the suspect ""was not armed when we took him out of the car.""",235,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",18.828294709004695
Police say the baby boy's death is now considered the city's 79th homicide of the year and the homicide unit has taken over the investigation.,236,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",23.75558091698622
"“The team has learned a significant amount of information about the breadth and depth of criminal activity orchestrated by agents of the government of India, and consequential threats to the safety and security of Canadians and individuals living in Canada,” Duheme said.",237,"{""themes"": [""law_and_crime"", ""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",21.16734099999303
Next year’s number will go down by another 10 per cent.,238,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",103.87838983400434
"Seniors’ advocates say some of these closures are part of a developing trend in which nursing-home owners, faced with costly provincial requirements to meet modern design standards, may choose instead to sell the properties to capitalize on the city’s sky-high real estate values.",239,"{""themes"": [""health"", ""housing""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""welfare_state""]}",24.266427666996606
"Many areas in Lebanon were heavily damaged during the conflict between Israel and Hezbollah, which ended with a shaky ceasefire.",240,"{""themes"": [""international_affairs"", ""public_lands""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",21.60118154200609
"But the team did suggest there's a silver lining: the 1.7 per cent overall death rate among study participants, regardless of whether they received the drug or not, was lower than the mpox mortality seen among all known cases in Congo.",241,"{""themes"": [""health""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",20.30283154200879
"The Bloc wants the government to help push through two Bloc bills, Blanchet said.",242,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""BQ""], ""specific_themes"": null}",19.195860624997295
"That was immediately on the heels of Trump’s departure from Canada after the 2018 G7 summit in Charlevoix, when the Canada-U.S. relationship hit a nadir.",243,"{""themes"": [""international_affairs"", ""government_operations""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",37.31804479198763
"""It's nice to have a place to come back to,"" he said.",244,"{""themes"": [""housing""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",39.09481900000537
"World leaders also noted the sombre event, including Prime Minister Justin Trudeau, who in a statement condemned a ""terrifying surge in antisemitism"" over the past year in Canada, in the form of harassment of individuals and vandalism and arson attacks on Jewish institutions.",245,"{""themes"": [""civil_rights""], ""sentiment"": ""negative"", ""political_parties"": [""LPC""], ""specific_themes"": null}",22.04785608300881
“It was the first time that I had heard Mr.,246,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",30.074065958004212
"""We're just following procedures,"" explained Gibson.",247,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",25.134873375005554
"Acknowledging the system’s flaws, DamiAnn, Sarah’s brother, emphasized the nuance in caring for patients with mental health challenges.",248,"{""themes"": [""health""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",28.56081541599997
"But the retailer, in response to CBC News's earlier investigation — which found a Richmond, B.C., location sold underweighted meat — said that the third party responsible had immediately corrected the problem.",249,"{""themes"": [""domestic_commerce""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",33.32070312499127
"Poilievre’s comments come ahead of another potentially significant Liberal caucus meeting Wednesday, during which members are expected to continue discussions around the party’s leadership and the next election.",250,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",38.101228500003344
"Live events are televised on the CBC TV network, TSN and Sportsnet.",251,"{""themes"": [""technology""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",29.872208542001317
