body,body_id_for_llm,nemotron,nemotron_inference_time
"Mangione called “Unabomber” Ted Kaczynski a “political revolutionary” and may have found inspiration from the man who carried out a series of bombings while railing against modern society and technology, according to police bulletin.",171,"{""themes"": [""law_and_crime"", ""technology""]}",2.1788495000218973
"Dominic LeBlanc, the only cabinet minister at the November dinner, said Trump’s comment was a joke.",172,"{""themes"": [""governments_and_governance"", ""international_affairs_and_defense""]}",2.610657374956645
But Pierre Trudeau stayed on and led the Liberal Party into a federal election in the spring of 1979.,173,"{""themes"": [""governments_and_governance""]}",1.8966103330021724
Here’s how to spot them The Canadian Taxi Association is warning customers about scams involving fake roof signs that have recently been reported in several cities.,174,"{""themes"": [""law_and_crime""]}",1.9101544580189511
"Now, he will focus on finding a home for his family, something he wasn't able to secure during the war between displacements and bombing campaigns across the strip.",175,"{""themes"": [""public_lands_and_agriculture"", ""international_affairs_and_defense""]}",2.889578374917619
They said Ottawa will continue to discuss border security issues with the incoming Republican administration.,176,"{""themes"": [""international_affairs_and_defense"", ""law_and_crime""]}",2.3364713330520317
The fierce competition for the limited spots has already pushed up the qualifying threshold for permanent residence under the economic immigration class.,177,"{""themes"": [""immigration"", ""economy_and_labour""]}",2.0712906250264496
Closed Captioning and Described Video is available for many CBC shows offered on CBC Gem.,178,"{""themes"": [""culture_and_nationalism"", ""technology""]}",1.9817135829944164
"They started dating several months later after working on a community theatre production of Monty Python, which Rustad can quote at length.",179,"{""themes"": [""culture_and_nationalism""]}",1.7224975409917533
"“I’m not an overly religious person, but I can tell you I have talked to God … I remember the night just thinking, ‘Please, please, please, just let her come home.",180,"{""themes"": [""null""]}",15.745588541030884
Speaking out of both sides of his mouth about Israel and the Middle East.,181,"{""themes"": [""international_affairs_and_defense""]}",1.8018814580282196
Police say there is no risk to the public as both deaths are believed to be targeted and domestic in nature.,182,"{""themes"": [""law_and_crime""]}",1.6357414999511093
He did say there would have been many more closures if the province had not done its best to prevent them.,183,"{""themes"": [""governments_and_governance"", ""public_lands_and_agriculture""]}",2.7066812500124797
A government spokesperson said those measures would come into effect in the new year.,184,"{""themes"": [""governments_and_governance""]}",1.8871821250068024
No time has been set for full access to the community.,185,"{""themes"": [""null""]}",14.36197991692461
"The figures don't count taxes, or resort, cleaning and service fees.",186,"{""themes"": [""economy_and_labour""]}",1.7112108339788392
"With so much uncertainty looming, Canada has been preparing for a second Trump presidency for months.",187,"{""themes"": [""international_affairs_and_defense"", ""governments_and_governance""]}",2.6039499170146883
"Sabourin said it would be at least a month before the break can be repaired, in part because the city doesn’t have all the necessary parts and equipment on hand.",188,"{""themes"": [""governments_and_governance"", ""public_lands_and_agriculture""]}",2.9821135830134153
The statement claimed Khan was residing in Canada on a student visa.,189,"{""themes"": [""immigration""]}",1.7058832918992266
"“If you were in a park like Mount Royal Park or any of the nice parks in Montreal, those are going to be much cooler than if you were right near one of the major highways that are all concrete and cement,” Weichenthal said Tuesday, the first day of the city’s heat wave.",190,"{""themes"": [""environment_and_energy"", ""public_lands_and_agriculture""]}",2.919363084016368
ET on Wednesday that it was conducting law enforcement activity “related to this morning’s New Orleans attack” in the north end of the city.,191,"{""themes"": [""law_and_crime""]}",1.9023114589508623
"In February, it mocked her way of speaking with video of her repeating the term “significance of the passage of time.”",192,"{""themes"": [""culture_and_nationalism""]}",14.98602758301422
"After winning the Polaris Music Prize for best Canadian album for his 2018 debut Wolastoqiyik Lintuwakonawa, Jeremy Dutcher settled in Montreal.",193,"{""themes"": [""culture_and_nationalism""]}",1.9941362079698592
"Its ripple effect will be a new public realm, new community spaces and new homes, he said — opening the door for tens of thousands of new residents to soon call central Scarborough home.",194,"{""themes"": [""public_lands_and_agriculture"", ""economy_and_labour""]}",3.0637580000329763
"In his will, The Rotary Foundation Canada (TRFC) is named as the sole beneficiary to receive the estate, minus money for Mary's living expenses.",195,"{""themes"": [""null""]}",1.6416067919926718
An online real estate media outlet last year referred to McCredie as a “disruptor.”,196,"{""themes"": [""economy_and_labour"", ""technology""]}",1.9820503749651834
"Certification for lifeguards includes a “wet” test that, for beach lifeguards, is a rescue drill that includes a timed 100-metre run, 100-metre swim, 100-metre tow, use of watercraft (rowboat or float), and demonstration of lifesaving measures.",197,"{""themes"": [""health_and_social_services""]}",2.207805542042479
"In Unified Command, Parks Canada and the Municipality of Jasper continue to manage this crisis from the Town of Hinton.”",198,"{""themes"": [""public_lands_and_agriculture"", ""governments_and_governance""]}",2.964420667034574
"She said in the short term, governments have to focus on the current uncertainty, whether it be retaliatory tariffs or increased taxes on our energy exports.",199,"{""themes"": [""governments_and_governance"", ""economy_and_labour""]}",2.7960854170378298
“When the sustainability office was installing a living roof on the fourth floor under our beehive … a toad hitchhiked with the plants.,200,"{""themes"": [""environment_and_energy""]}",2.081080041010864
"The tariffs carry both political and economic risks for Trump, who is just two weeks into his second term.",201,"{""themes"": [""governments_and_governance"", ""economy_and_labour""]}",2.515030291979201
"Indeed, one of those MPs seeking a leadership change said part of the problem is that there is almost no one seeking a revolt who will say so when the TV cameras are pointed at them.",202,"{""themes"": [""governments_and_governance""]}",2.1730869590537623
"The list is heavy on bridges and highways, but includes commitments to transit and commuter rail in the Fraser Valley.",203,"{""themes"": [""public_lands_and_agriculture"", ""economy_and_labour""]}",2.5185765409842134
More cheers when the debate moderator called out Trump’s false claim that some states legalize the killing of babies after birth.,204,"{""themes"": [""law_and_crime"", ""governments_and_governance""]}",2.4265337500255555
"Later in the morning, a man walking his dog in the Olympic Village area called 911 to report that an individual “behaving erratically” had approached him and was yelling at him.",205,"{""themes"": [""law_and_crime""]}",1.9065591249382123
"“The city is implementing a plan which will give better and safer access to people who are seniors, or who have mobility limitations, than they had before the High Park Movement Strategy was implemented,” said Perks.",206,"{""themes"": [""governments_and_governance"", ""health_and_social_services""]}",2.7118449159897864
"More than four million passengers boarded Via trains in 2023, a 25 per cent bump from the previous year.",207,"{""themes"": [""economy_and_labour""]}",1.7189050409942865
Gaudreau’s impact on the community during his time with the Flames.,208,"{""themes"": [""culture_and_nationalism""]}",1.7087659580865875
"“It’s largely due to the fact that we haven’t seen inventory build up with single-family homes, so the uptick in demand has created tighter market conditions because there’s less choice,” he said.",209,"{""themes"": [""economy_and_labour""]}",1.9940985420253128
“Large retailers can switch to local food sooner because of it.”,210,"{""themes"": [""public_lands_and_agriculture"", ""economy_and_labour""]}",2.5073005829472095
"So there’s a conversation we’ll be having with the federal government about how they’re going to offset that so that New Brunswickers don’t feel it,” she said.",211,"{""themes"": [""governments_and_governance"", ""economy_and_labour""]}",3.0628444589674473
Selecting a non-politician as prime minister – Mr.,212,"{""themes"": [""governments_and_governance""]}",1.8838478750549257
Ng said she was “disappointed” in her colleagues that their dissension did not remain in caucus.,213,"{""themes"": [""governments_and_governance""]}",1.890111916931346
"“We did expect a cooler and somewhat snowier winter for B.C. a few months ago,” Doyle said.",214,"{""themes"": [""environment_and_energy""]}",1.538503292016685
"Santos, in line with other municipal groups, has pushed for a doubling of that rate, and also asked that that the money be paid to the municipality where students live as opposed to where they are registered to study.",215,"{""themes"": [""education"", ""governments_and_governance"", ""economy_and_labour""]}",3.33279150002636
"Footage circulated on Palestinian media, which Reuters could not immediately verify, showed people rushing to the bomb site to help evacuate the casualties.",216,"{""themes"": [""international_affairs_and_defense"", ""law_and_crime""]}",2.3467372079612687
"Métis National Council (MNC) president Cassidy Caron said there has been more progress in the past nine years “than we ever have in our history for the Métis nation,” including the signing of its Canada-Métis Nation Accord and “innovative” co-developed legislation with child welfare.",217,"{""themes"": [""rights_liberties_minorities_discrimination"", ""governments_and_governance""]}",3.634445375064388
"The sixth person who was missing in the water was located after a lengthy search and was found dead, Fort Lauderdale Fire Rescue said on X.",218,"{""themes"": [""law_and_crime""]}",1.9062318749492988
"This circadian rhythm regulates a person’s sleep cycle, telling them when to sleep and wake up.",219,"{""themes"": [""health_and_social_services""]}",1.629682166967541
"While its close relatives are free-living fish that live on shallow sea floors less than 10 metres deep, the new species, Bathygobius mero, makes its home in a large barrel sponge in deeper waters, between nine and 30 metres below the surface.",220,"{""themes"": [""environment_and_energy"", ""null""]}",12.871229791897349
Montreal’s dockworkers ended a 72-hour strike on Thursday.,221,"{""themes"": [""economy_and_labour""]}",1.7093181250384077
"In true #Swiftie spirit, we accept your generous gift.",222,"{""themes"": [""culture_and_nationalism""]}",1.973431249964051
Support us by subscribing today: The Vancouver Sun | The Province.,223,"{""themes"": [""null""]}",1.6171853749547154
"Asked if the shooting was an assassination attempt, the President said he was awaiting further information from the investigation.",224,"{""themes"": [""law_and_crime"", ""governments_and_governance""]}",2.432452332926914
"In what became a flashpoint incident in the fallout from the Israel-Hamas war, Reisman’s Indigo Store near Bay and Bloor Streets was defaced on Nov. 10, 2023 by pro-Palestinian protesters, who splashed red paint on the windows and plastered dozens of posters of Reisman’s face that accused her of “funding genocide.”",225,"{""themes"": [""international_affairs_and_defense"", ""law_and_crime"", ""culture_and_nationalism""]}",3.8284583329223096
"This time, he urged his voters to lock down their ballots in advance and they complied in droves.",226,"{""themes"": [""governments_and_governance""]}",1.8937867908971384
"“Wrongful resignation isn’t really a thing, and that’s because the damages are so minor,” Moody said.",227,"{""themes"": [""law_and_crime""]}",1.6270877909846604
"Canada's Prime Minister Justin Trudeau, center, speaks during a media conference at a NATO summit in Madrid, Spain on Thursday, June 30, 2022.",228,"{""themes"": [""international_affairs_and_defense"", ""governments_and_governance""]}",2.8872749579604715
Singer Billie Joe Armstrong was a fireball of energy — heat be damned — leading the charge with irrepressible charisma and an impish grin.,229,"{""themes"": [""culture_and_nationalism""]}",2.2605984589317814
A 10-year-old boy spent most of this year living in an office at the children’s aid society in a small town in southwestern Ontario.,230,"{""themes"": [""health_and_social_services"", ""rights_liberties_minorities_discrimination""]}",2.7908144999528304
I think people are really deeply uncomfortable here with Pierre Poilievre — they're worried about that brand of politics.,231,"{""themes"": [""governments_and_governance""]}",2.1636195000028238
"She described how she wouldn’t let her kids play on Beach 1, a heavily trafficked strip of stores and restaurants known locally as the Main End, and that other locals wouldn’t either.",232,"{""themes"": [""null""]}",18.829876250005327
Poilievre is the only party leader in Parliament who still refuses to obtain the necessary security clearance to access classified documents on foreign governments' political interference activities in Canada.,233,"{""themes"": [""governments_and_governance"", ""international_affairs_and_defense""]}",2.8903577079763636
"François Legault, the premier of Quebec, agreed that there should be additional funding to other provinces so that they can take asylum seekers.",234,"{""themes"": [""immigration"", ""governments_and_governance""]}",2.529465749976225
"Snyder told WPTV that the suspect ""was not armed when we took him out of the car.""",235,"{""themes"": [""law_and_crime""]}",1.6285482079256326
Police say the baby boy's death is now considered the city's 79th homicide of the year and the homicide unit has taken over the investigation.,236,"{""themes"": [""law_and_crime""]}",1.9060809999937192
"“The team has learned a significant amount of information about the breadth and depth of criminal activity orchestrated by agents of the government of India, and consequential threats to the safety and security of Canadians and individuals living in Canada,” Duheme said.",237,"{""themes"": [""law_and_crime"", ""governments_and_governance"", ""international_affairs_and_defense""]}",3.695822542067617
Next year’s number will go down by another 10 per cent.,238,"{""themes"": [""null""]}",1.3550546249607578
"Seniors’ advocates say some of these closures are part of a developing trend in which nursing-home owners, faced with costly provincial requirements to meet modern design standards, may choose instead to sell the properties to capitalize on the city’s sky-high real estate values.",239,"{""themes"": [""health_and_social_services"", ""economy_and_labour""]}",2.807371708098799
"Many areas in Lebanon were heavily damaged during the conflict between Israel and Hezbollah, which ended with a shaky ceasefire.",240,"{""themes"": [""international_affairs_and_defense""]}",1.804220916936174
"But the team did suggest there's a silver lining: the 1.7 per cent overall death rate among study participants, regardless of whether they received the drug or not, was lower than the mpox mortality seen among all known cases in Congo.",241,"{""themes"": [""health_and_social_services""]}",1.913332625059411
"The Bloc wants the government to help push through two Bloc bills, Blanchet said.",242,"{""themes"": [""governments_and_governance""]}",1.8874793750001118
"That was immediately on the heels of Trump’s departure from Canada after the 2018 G7 summit in Charlevoix, when the Canada-U.S. relationship hit a nadir.",243,"{""themes"": [""international_affairs_and_defense""]}",2.0857280420605093
"""It's nice to have a place to come back to,"" he said.",244,"{""themes"": [""null""]}",1.6212210420053452
"World leaders also noted the sombre event, including Prime Minister Justin Trudeau, who in a statement condemned a ""terrifying surge in antisemitism"" over the past year in Canada, in the form of harassment of individuals and vandalism and arson attacks on Jewish institutions.",245,"{""themes"": [""rights_liberties_minorities_discrimination"", ""governments_and_governance"", ""international_affairs_and_defense""]}",4.062916458933614
“It was the first time that I had heard Mr.,246,"{""themes"": [""null""]}",1.350254958961159
"""We're just following procedures,"" explained Gibson.",247,"{""themes"": [""null""]}",1.6175200409488752
"Acknowledging the system’s flaws, DamiAnn, Sarah’s brother, emphasized the nuance in caring for patients with mental health challenges.",248,"{""themes"": [""health_and_social_services""]}",1.902987416018732
"But the retailer, in response to CBC News's earlier investigation — which found a Richmond, B.C., location sold underweighted meat — said that the third party responsible had immediately corrected the problem.",249,"{""themes"": [""economy_and_labour""]}",2.000880582956597
"Poilievre’s comments come ahead of another potentially significant Liberal caucus meeting Wednesday, during which members are expected to continue discussions around the party’s leadership and the next election.",250,"{""themes"": [""governments_and_governance""]}",2.174275083001703
"Live events are televised on the CBC TV network, TSN and Sportsnet.",251,"{""themes"": [""culture_and_nationalism""]}",1.7097505839774385
Another said she is worried about her grandchildren being able to afford to live and work in the province.,252,"{""themes"": [""economy_and_labour"", ""public_lands_and_agriculture""]}",2.5161772499559447
The tenants being evicted told CBC they had verbal permission to install cameras.,253,"{""themes"": [""law_and_crime""]}",12.89415345794987
"On Friday, the leaders of all of the country’s major federal parties marked the 35th anniversary of the shooting and Canada’s National Day of Remembrance and Action on Violence Against Women.",254,"{""themes"": [""rights_liberties_minorities_discrimination"", ""governments_and_governance""]}",3.331404541968368
"The whitehouse.gov website got a makeover, welcoming visitors with a video glorifying Trump to soaring orchestral music before giving way to a landing page boasting that “America is back” in large lettering and an image of Trump.",255,"{""themes"": [""governments_and_governance"", ""international_affairs_and_defense""]}",3.1611524999607354
"Some rural First Nations communities have become equity shareholders in major infrastructure and natural resources projects in their territories, such as the Nisga’a and the Whispering Pines/Clinton Band, providing many direct and indirect jobs for their members.",256,"{""themes"": [""public_lands_and_agriculture"", ""rights_liberties_minorities_discrimination"", ""economy_and_labour""]}",3.968448165920563
Among the costs added to the bottom line is a pledge from the Liberals to meet the NATO defence spending targets of two per cent of GDP.,257,"{""themes"": [""international_affairs_and_defense"", ""governments_and_governance""]}",2.8867572500603274
The strike decision comes as travellers head into a busy Canada Day long weekend.,258,"{""themes"": [""null""]}",31.686696500051767
Déry returned the girl to the camp and told her father that he had found her.,259,"{""themes"": [""null""]}",1.6257582500111312
"About 54 per cent of Canadians surveyed said there should be laws banning discrimination against LGBTQ people in employment, education, housing and social services — a nine per cent drop from the figure reported in 2021, Ipsos found.",260,"{""themes"": [""rights_liberties_minorities_discrimination"", ""education"", ""health_and_social_services""]}",3.069047165918164
"Steinman’s story speaks to the ailing condo market, which has been flooded with listings while demand from buyers for one-bedroom or studio apartments has disappeared.",261,"{""themes"": [""economy_and_labour""]}",1.9969335000496358
"Rami Abdurrahman, who heads the Britain-based Syrian Observatory for Human Rights, an opposition war monitor, said insurgents are now active in the Damascus suburbs of Maadamiyah, Jaramana and Daraya.",262,"{""themes"": [""international_affairs_and_defense"", ""rights_liberties_minorities_discrimination""]}",2.9800614579580724
Biden said Trump was with his doctors but hadn't spoken with him.,263,"{""themes"": [""governments_and_governance""]}",9.832743083010428
He thought Northern Lakes might be a place to try them locally.,264,"{""themes"": [""null""]}",1.6244947919622064
Le Pen and her 28-year-old protégée Jordan Bardella can pull off an unprecedented victory or if France will be plunged into political chaos.,265,"{""themes"": [""governments_and_governance"", ""international_affairs_and_defense""]}",2.885865082964301
"Prorogation, if approved, would end the current parliamentary session and kill all legislative business that hasn't passed.",266,"{""themes"": [""governments_and_governance""]}",1.9004345410503447
Mount Royal University political science professor Lori Williams says Chahal’s call for an urgent caucus meeting may have factored into Trudeau’s decision not to attend.,267,"{""themes"": [""governments_and_governance""]}",2.1756007079966366
They have been charged with six ISIS-related terrorism offences.,268,"{""themes"": [""law_and_crime"", ""international_affairs_and_defense""]}",2.600628957967274
He said he was angry at many things regarding the Iranian strikes and the upcoming one-year anniversary of the Oct. 7 attack.,269,"{""themes"": [""international_affairs_and_defense""]}",1.8117856250610203
He said it happened over 10 hours with small money donors.,270,"{""themes"": [""economy_and_labour"", ""governments_and_governance""]}",2.5059864579234272
"Standing outside a massive construction site in South Vancouver, the 29-year-old woman beams with pride while discussing how this well-paying job pulled her out of poverty.",271,"{""themes"": [""economy_and_labour""]}",1.9969510840019211
"The city said it oversees more than 1,400 kilometres of roads and 770 kilometres of lanes, and spends about $15 million annually to rehabilitate them.",272,"{""themes"": [""governments_and_governance"", ""public_lands_and_agriculture""]}",2.97521445795428
"“For my wife and I, we have three kids, to stay in a hotel is a nightmare because the world’s built for a family of four, and so it’s always an upsell to have to either pay for a family room or two adjoining rooms, which can be very expensive,” said Bert.",273,"{""themes"": [""economy_and_labour""]}",2.2950115830171853
"In a written statement, B.C.",274,"{""themes"": [""environment_and_energy"", ""public_lands_and_agriculture"", ""governments_and_governance""]}",23.835869541973807
"In a video released on Wednesday, he said that Justin Trudeau has proven that “he will always cave to corporate greed” — an apparent reference to the decision by Labour Minister Steve MacKinnon to force binding arbitration to end the work stoppage at the country’s major railroads last month.",275,"{""themes"": [""economy_and_labour"", ""governments_and_governance""]}",2.814761124900542
“And you’re not going to fix the issues with an international student cap.”,276,"{""themes"": [""education"", ""immigration""]}",1.7115982921095565
"This time, he has tapped his daughter Tiffany’s father-in-law, Lebanese-American Massad Boulos, to help broker peace in the region as a sort of presidential envoy for Lebanon.",277,"{""themes"": [""international_affairs_and_defense"", ""governments_and_governance""]}",2.8900718750664964
"The bottom line: Biden was not willing, or able, to exert the pressure Trump did, he says, and it's a permanent scar on a presidential legacy with several domestic successes.",278,"{""themes"": [""governments_and_governance"", ""international_affairs_and_defense""]}",3.153336041024886
"So in May 2003, her parents marched her into the police station, hoping a chat with a cop would scare her straight.",279,"{""themes"": [""law_and_crime""]}",1.8999143749242648
"Those missiles deliver warheads containing either conventional explosives or potentially biological, chemical or nuclear munitions over varying distances and speeds, depending on the missile type.",280,"{""themes"": [""international_affairs_and_defense""]}",2.0836271250154823
“The recent directive published by the ministry of health and social services does not limit the circumstances under which users have the right to receive health and social services in English.,281,"{""themes"": [""health_and_social_services"", ""rights_liberties_minorities_discrimination""]}",2.7963719579856843
18.  sgrochowski@postmedia.com    Bookmark our website and support our journalism: Don’t miss the news you need to know — add VancouverSun.com and TheProvince.com to your bookmarks and sign up for our newsletters here.,282,"{""themes"": [""null""]}",1.9109912500716746
Two voting sites in Cariboo-Chilcotin in the B.C.,283,"{""themes"": [""governments_and_governance""]}",2.1561862089438364
"When Tat Kuan Cheong died three years ago, he left $17,500 to Celina Kan, his oldest biological daughter, whom he referred to in his will as his niece, the same amount he left to his half sister and less than the $20,000 he left to a goddaughter.",284,"{""themes"": [""law_and_crime"", ""rights_liberties_minorities_discrimination""]}",3.3696690830402076
"But the Treasury Board says 90 per cent of front-line border officers are designated as essential, which means they can’t stop working during a strike.",285,"{""themes"": [""governments_and_governance"", ""immigration""]}",2.5283642500871792
James Grandy in an update shortly before 8 a.m.,286,"{""themes"": [""null""]}",1.6176421670243144
"The CAQ government’s tightening of French-language rules has upended the relative linguistic peace that had prevailed in Quebec for more than three decades, and follows changes to tuition and funding at two prominent anglophone universities, McGill and Concordia, which are struggling with massive deficits and record declining enrolment.",287,"{""themes"": [""culture_and_nationalism"", ""education"", ""governments_and_governance""]}",3.6350255419965833
"At that time, Lee told Postmedia he felt he had been unfairly questioned and vilified by the media, and said the charitable organizations’ work over the years, including running seniors homes, was “entirely beneficial to society.”",288,"{""themes"": [""law_and_crime"", ""rights_liberties_minorities_discrimination""]}",3.071464707958512
"After facing months of pressure, senior government sources tell CTV News that Canada will unveil its plan on Thursday on how to reach its NATO commitment to spend two per cent of its GDP on defence.",289,"{""themes"": [""international_affairs_and_defense"", ""governments_and_governance""]}",3.157067166059278
"“There is not a scenario where we’ll be supporting back-to-work legislation,” said Matthew Green, NDP’s labour critic.",290,"{""themes"": [""governments_and_governance"", ""economy_and_labour""]}",2.5227772500365973
"A recent report from the province’s auditor general “found that the lack of a formal attendance management program, an insufficient number of disability caseworkers and the (Toronto District School Board’s) lax processes around the collection and review of medical notes have all contributed to the increase in sick leave use and related costs,” adding with 40,000 employees this is a glaring gap.",291,"{""themes"": [""governments_and_governance"", ""economy_and_labour""]}",3.3805555410217494
"Hyman, who scored 54 goals in 2023-24, has three this season.",292,"{""themes"": [""null""]}",1.6274860409321263
"The closest parallel would be President Lyndon Johnson who, besieged by the Vietnam War, announced in March 1968 that he would not seek another term.",293,"{""themes"": [""international_affairs_and_defense"", ""governments_and_governance""]}",2.8860327909933403
"“No, we’re not,” Scwhebs answered.",294,"{""themes"": [""null""]}",1.6159291670192033
"On Friday, the Supreme Court stated in a decision written by Justice Malcolm Rowe that the regulations “do not conflict with the Montreal Convention.”",295,"{""themes"": [""law_and_crime""]}",1.6316600840073079
But he was on the ropes early and often Tuesday when what he needed to do was to hold Harris to account for the entirety of the Biden-Harris White House record.,296,"{""themes"": [""governments_and_governance"", ""international_affairs_and_defense""]}",2.884030457935296
How much is left in that account isn’t known.,297,"{""themes"": [""null""]}",1.6161698339274153
"Jordan and Israel, which share borders, signed a peace treaty in 1994.",298,"{""themes"": [""international_affairs_and_defense""]}",1.8039028330240399
"The lawsuit further contends that the act imposes cruel and unusual punishment under Section 12 of the Charter, as it exposes people who use drugs to an increased risk of harm in a manner “degrading, dehumanizing, and incompatible with basic conceptions of human dignity.”",299,"{""themes"": [""law_and_crime"", ""rights_liberties_minorities_discrimination"", ""health_and_social_services""]}",3.6235046670772135
Humidex values could make temperatures feel as warm as 37 to 39 Tuesday through Wednesday.,300,"{""themes"": [""environment_and_energy""]}",1.5389222090598196
Trudeau of “pushing her through that guardrail and pushing all Canadians off the fiscal cliff.”,301,"{""themes"": [""governments_and_governance"", ""economy_and_labour""]}",2.5197377500589937
"In four sentences, the officer managed to render a decision with profound consequences on the applicant while providing virtually no analysis, ignoring contrary evidence, and relying on an undisclosed and unexplained verification process.",302,"{""themes"": [""law_and_crime"", ""rights_liberties_minorities_discrimination""]}",3.067623915965669
"The consensus in Silicon Valley is shifting against telling people what to think, and it’s about time.",303,"{""themes"": [""technology"", ""culture_and_nationalism""]}",1.9847745830193162
"“When prices are increasing by significantly less than two per cent, it’s usually because the economy and the job market are in bad shape.",304,"{""themes"": [""economy_and_labour""]}",1.7210221670102328
"The construction of the Capstan station cost around $62 million, TransLink said, with $30 million covered by the transit authority and $32.2 million raised by the City of Richmond from developers with projects in the Capstan Village area.",305,"{""themes"": [""economy_and_labour"", ""governments_and_governance""]}",2.8040167500730604
