body,body_id_for_llm,public_lands_and_agriculture,public_lands_and_agriculture_inference_time,culture_and_nationalism,culture_and_nationalism_inference_time,law_and_crime,law_and_crime_inference_time,immigration,immigration_inference_time,governments_and_governance,governments_and_governance_inference_time,rights_liberties_minorities_discrimination,rights_liberties_minorities_discrimination_inference_time,health_and_social_services,health_and_social_services_inference_time,education,education_inference_time,economy_and_labour,economy_and_labour_inference_time,technology,technology_inference_time,international_affairs_and_defense,international_affairs_and_defense_inference_time,environment_and_energy,environment_and_energy_inference_time
"One of those other cars, a Chevrolet Tahoe, had been spotted the previous day by officers in the driveway of Abdelgadir’s home during an unrelated investigation, and was followed to a nearby mall.",80,"{""themes"": null}",1.5228729248046875,"{""themes"": null}",1.5217297077178955,"{""themes"": ""law_and_crime""}",1.8588087558746338,"{""themes"": null}",1.5154600143432617,"{""themes"": null}",1.5199151039123535,"{""themes"": null}",1.5189318656921387,"{""themes"": null}",1.5169968605041504,"{""themes"": null}",1.5123028755187988,"{""themes"": null}",1.5172369480133057,"{""themes"": null}",1.5121021270751953,"{""themes"": null}",1.5166339874267578,"{""themes"": null}",1.5140759944915771
"“We can confirm that the fire has reached the Fairmont Jasper Park Lodge grounds, however, we are unclear on the extent of damage.”",81,"{""themes"": null}",1.2443499565124512,"{""themes"": null}",1.2447869777679443,"{""themes"": null}",1.241034984588623,"{""themes"": null}",1.244020938873291,"{""themes"": null}",1.2457921504974365,"{""themes"": null}",1.2442660331726074,"{""themes"": null}",1.241943120956421,"{""themes"": null}",1.2418689727783203,"{""themes"": null}",1.2447552680969238,"{""themes"": null}",1.2400989532470703,"{""themes"": null}",1.242009162902832,"{""themes"": ""environment_and_energy""}",1.4993400573730469
"India also retaliated and announced it is expelling six Canadian diplomats, including acting High Commissioner Stewart Wheeler.",82,"{""themes"": null}",1.240516185760498,"{""themes"": [""culture_and_nationalism""]}",1.6734950542449951,"{""themes"": [""law_and_crime""]}",1.580643892288208,"{""themes"": null}",1.2399208545684814,"{""themes"": [""governments_and_governance""]}",1.845301866531372,"{""themes"": null}",1.2416276931762695,"{""themes"": null}",1.2389702796936035,"{""themes"": null}",1.2366726398468018,"{""themes"": null}",1.2362277507781982,"{""themes"": null}",1.2348432540893555,"{""themes"": ""international_affairs_and_defense""}",1.7482690811157227,"{""themes"": null}",1.23667311668396
“We assume with 100-per-cent reliability that we will turn on the tap and water will come out.,83,"{""themes"": null}",1.2394030094146729,"{""themes"": null}",1.2402031421661377,"{""themes"": null}",1.23885178565979,"{""themes"": null}",1.2407031059265137,"{""themes"": null}",1.2402329444885254,"{""themes"": null}",1.2413561344146729,"{""themes"": null}",1.2381548881530762,"{""themes"": null}",1.2359180450439453,"{""themes"": null}",1.238110065460205,"{""themes"": null}",1.2344739437103271,"{""themes"": null}",1.2362771034240723,"{""themes"": ""environment_and_energy""}",1.4923369884490967
"Psychological harassment is “any vexatious behaviour in the form of repeated and hostile or unwanted conduct, verbal comments, actions or gestures, that affects an employee’s dignity or psychological or physical integrity and that results in a harmful work environment for the employee.”",84,"{""themes"": null}",1.5231919288635254,"{""themes"": null}",1.5222010612487793,"{""themes"": ""law_and_crime""}",1.862550973892212,"{""themes"": null}",1.5243022441864014,"{""themes"": null}",1.5232188701629639,"{""themes"": [""rights_liberties_minorities_discrimination""]}",2.2141401767730713,"{""themes"": ""health_and_social_services""}",1.8712730407714844,"{""themes"": null}",1.520082950592041,"{""themes"": ""economy_and_labour""}",1.9523348808288574,"{""themes"": null}",1.5193099975585938,"{""themes"": null}",1.520824909210205,"{""themes"": null}",1.521946907043457
"Harris, in a statement said she was “glad” Trump was safe, adding “violence has no place in America.”",85,"{""themes"": null}",1.2429978847503662,"{""themes"": [""culture_and_nationalism""]}",1.6773850917816162,"{""themes"": [""law_and_crime""]}",1.586319923400879,"{""themes"": null}",1.2454183101654053,"{""themes"": [""governments_and_governance""]}",1.848581075668335,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9353001117706299,"{""themes"": null}",1.2497360706329346,"{""themes"": null}",1.240509271621704,"{""themes"": null}",1.2441198825836182,"{""themes"": null}",1.2403419017791748,"{""themes"": null}",1.2410187721252441,"{""themes"": null}",1.2408108711242676
"""He wanted to catch Arctic grayling,"" she said in the interview, saying he reassured her that there were lots of hunters and hikers in the area should he run into trouble.",86,"{""themes"": ""public_lands_and_agriculture""}",2.1184489727020264,"{""themes"": null}",1.5162239074707031,"{""themes"": null}",1.513875961303711,"{""themes"": null}",1.513063907623291,"{""themes"": null}",1.5180120468139648,"{""themes"": null}",1.5158538818359375,"{""themes"": null}",1.5161759853363037,"{""themes"": null}",1.5129039287567139,"{""themes"": null}",1.5167779922485352,"{""themes"": null}",1.5109899044036865,"{""themes"": null}",1.5124940872192383,"{""themes"": null}",1.5164899826049805
The Liberals inherited what was arguably the world’s best immigration system and devalued it by allowing many more lower skilled and temporary workers into the country.,87,"{""themes"": null}",1.5161011219024658,"{""themes"": [""culture_and_nationalism""]}",1.9476559162139893,"{""themes"": null}",1.5121431350708008,"{""themes"": ""immigration""}",1.6854939460754395,"{""themes"": [""governments_and_governance""]}",2.1205711364746094,"{""themes"": ""null""}",1.6026349067687988,"{""themes"": null}",1.518644094467163,"{""themes"": null}",1.513045072555542,"{""themes"": [""economy_and_labour""]}",1.9423108100891113,"{""themes"": null}",1.511613130569458,"{""themes"": [""international_affairs_and_defense""]}",2.0256690979003906,"{""themes"": null}",1.513556957244873
"“In regard to the mortgage reforms announced this morning, CMHC looks forward to implementing the changes when they come into effect,” a spokesperson said, with additional requests for comment directed to the Department of Finance.",88,"{""themes"": null}",1.5172710418701172,"{""themes"": null}",1.5225396156311035,"{""themes"": null}",1.514542818069458,"{""themes"": null}",1.5147998332977295,"{""themes"": [""governments_and_governance""]}",2.1244378089904785,"{""themes"": null}",1.5172710418701172,"{""themes"": null}",1.5209200382232666,"{""themes"": null}",1.5141620635986328,"{""themes"": ""economy_and_labour""}",1.9468648433685303,"{""themes"": null}",1.511732816696167,"{""themes"": null}",1.5161681175231934,"{""themes"": null}",1.515251874923706
“The terrorist groups use illegal smuggling as part of their financing operations for doing bad things.,89,"{""themes"": null}",1.2375478744506836,"{""themes"": null}",1.2349748611450195,"{""themes"": ""law_and_crime""}",1.5777130126953125,"{""themes"": [""immigration""]}",1.4060308933258057,"{""themes"": ""null""}",1.3249101638793945,"{""themes"": null}",1.2368566989898682,"{""themes"": null}",1.2341392040252686,"{""themes"": null}",1.234403133392334,"{""themes"": ""null""}",1.3207738399505615,"{""themes"": null}",1.2307701110839844,"{""themes"": ""international_affairs_and_defense""}",1.7470109462738037,"{""themes"": null}",1.2343878746032715
"Only two candidates so far have thrown their hats into the ring to succeed Trudeau — Liberal backbencher Chandra Arya from Ontario, and businessman Frank Baylis, a former Québec MP.",90,"{""themes"": null}",1.518725872039795,"{""themes"": null}",1.5175139904022217,"{""themes"": null}",1.5150830745697021,"{""themes"": null}",1.5149219036102295,"{""themes"": [""governments_and_governance""]}",2.125035047531128,"{""themes"": null}",1.5167219638824463,"{""themes"": null}",1.5174689292907715,"{""themes"": null}",1.5124022960662842,"{""themes"": null}",1.5138258934020996,"{""themes"": null}",1.5127837657928467,"{""themes"": null}",1.5133161544799805,"{""themes"": null}",1.5156347751617432
"With the TTC upgrading the Spadina streetcar right-of-way from now until December, the transit agency is resorting to the next best thing to keep people moving along the route.",91,"{""themes"": null}",1.5163519382476807,"{""themes"": null}",1.520535945892334,"{""themes"": null}",1.5152199268341064,"{""themes"": null}",1.5185999870300293,"{""themes"": ""null""}",1.6070120334625244,"{""themes"": null}",1.5149891376495361,"{""themes"": null}",1.5160048007965088,"{""themes"": null}",1.5098600387573242,"{""themes"": ""economy_and_labour""}",1.942594051361084,"{""themes"": ""technology""}",1.5945231914520264,"{""themes"": null}",1.5124609470367432,"{""themes"": null}",1.5126667022705078
"Conservatives have their work cut out for themselves as Canadians would like to see a quick economic turnaround, like that of their southern neighbours.",92,"{""themes"": null}",1.2452971935272217,"{""themes"": null}",1.2446746826171875,"{""themes"": null}",1.2441399097442627,"{""themes"": null}",1.2434089183807373,"{""themes"": [""governments_and_governance""]}",1.849015712738037,"{""themes"": null}",1.2443170547485352,"{""themes"": null}",1.2446668148040771,"{""themes"": null}",1.2409939765930176,"{""themes"": ""economy_and_labour""}",1.6698291301727295,"{""themes"": null}",1.2399699687957764,"{""themes"": null}",1.242246150970459,"{""themes"": null}",1.2402591705322266
"So like, how many investigations are currently ongoing involving government corruption?”",93,"{""themes"": null}",1.2339677810668945,"{""themes"": null}",1.2346689701080322,"{""themes"": ""law_and_crime""}",1.572627305984497,"{""themes"": null}",1.230093002319336,"{""themes"": ""governments_and_governance""}",1.8366711139678955,"{""themes"": null}",1.2332408428192139,"{""themes"": null}",1.2335989475250244,"{""themes"": null}",1.2292029857635498,"{""themes"": null}",1.2325291633605957,"{""themes"": null}",1.226984977722168,"{""themes"": null}",1.231623888015747,"{""themes"": null}",1.2293410301208496
"Blocking the box might be downtown Toronto’s most ubiquitous traffic offence, as drivers force their way into busy intersections knowing they’ll still be blocking traffic when the light turns red, resulting in paralyzing gridlock.",94,"{""themes"": null}",1.5191922187805176,"{""themes"": null}",1.5201117992401123,"{""themes"": ""law_and_crime""}",1.8593931198120117,"{""themes"": null}",1.5164539813995361,"{""themes"": null}",1.5230457782745361,"{""themes"": null}",1.5190110206604004,"{""themes"": null}",1.5193119049072266,"{""themes"": null}",1.5127229690551758,"{""themes"": [""economy_and_labour""]}",1.946483850479126,"{""themes"": null}",1.5138278007507324,"{""themes"": null}",1.514981985092163,"{""themes"": null}",1.5160431861877441
"She said in April: “Most legal scholars probably track most Americans, who didn’t want to overturn Roe.",95,"{""themes"": null}",1.2428150177001953,"{""themes"": null}",1.2408649921417236,"{""themes"": [""law_and_crime""]}",1.581023931503296,"{""themes"": null}",1.2392456531524658,"{""themes"": null}",1.244304895401001,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9300169944763184,"{""themes"": null}",1.2415521144866943,"{""themes"": null}",1.2355411052703857,"{""themes"": null}",1.2392849922180176,"{""themes"": null}",1.237410068511963,"{""themes"": null}",1.2385179996490479,"{""themes"": null}",1.2386319637298584
Conservatives have complained that it is not sufficiently independent from government.,96,"{""themes"": null}",1.2337703704833984,"{""themes"": null}",1.2349629402160645,"{""themes"": ""law_and_crime""}",1.5736939907073975,"{""themes"": null}",1.2300841808319092,"{""themes"": ""governments_and_governance""}",1.837416172027588,"{""themes"": null}",1.2325057983398438,"{""themes"": null}",1.2332899570465088,"{""themes"": null}",1.2280268669128418,"{""themes"": null}",1.2317311763763428,"{""themes"": null}",1.227329969406128,"{""themes"": null}",1.2303869724273682,"{""themes"": null}",1.2302489280700684
An economist on Ottawa’s GST holiday.,97,"{""themes"": null}",1.2296478748321533,"{""themes"": null}",1.2301392555236816,"{""themes"": null}",1.2283079624176025,"{""themes"": null}",1.2253468036651611,"{""themes"": [""governments_and_governance""]}",1.8317639827728271,"{""themes"": null}",1.2293891906738281,"{""themes"": null}",1.2274880409240723,"{""themes"": null}",1.224189043045044,"{""themes"": ""economy_and_labour""}",1.6560461521148682,"{""themes"": null}",1.225822925567627,"{""themes"": null}",1.228219747543335,"{""themes"": null}",1.2283060550689697
"The bombing follows attacks last week when pagers and walkie talkies exploded across Lebanon, killing scores of people and wounding thousands including Hezbollah members.",98,"{""themes"": null}",1.5166351795196533,"{""themes"": null}",1.5182199478149414,"{""themes"": ""law_and_crime""}",1.8599920272827148,"{""themes"": null}",1.5131161212921143,"{""themes"": null}",1.5167670249938965,"{""themes"": null}",1.5148251056671143,"{""themes"": null}",1.516876220703125,"{""themes"": null}",1.511929988861084,"{""themes"": null}",1.515010118484497,"{""themes"": null}",1.5126519203186035,"{""themes"": ""international_affairs_and_defense""}",2.0212080478668213,"{""themes"": null}",1.5146260261535645
"Four years ago, he tried to overturn his election defeat by Mr.",99,"{""themes"": null}",1.2343647480010986,"{""themes"": null}",1.2325959205627441,"{""themes"": ""law_and_crime""}",1.5785691738128662,"{""themes"": null}",1.2307541370391846,"{""themes"": [""governments_and_governance""]}",1.8388478755950928,"{""themes"": null}",1.2335963249206543,"{""themes"": null}",1.2327039241790771,"{""themes"": null}",1.2301356792449951,"{""themes"": null}",1.233393907546997,"{""themes"": null}",1.2288529872894287,"{""themes"": ""null""}",1.3137907981872559,"{""themes"": null}",1.2300679683685303
It’s not so much the caucus really that matters.,100,"{""themes"": null}",1.236872911453247,"{""themes"": null}",1.2352769374847412,"{""themes"": null}",1.2293388843536377,"{""themes"": null}",1.2270269393920898,"{""themes"": ""null""}",1.3197917938232422,"{""themes"": null}",1.231449842453003,"{""themes"": null}",1.2296528816223145,"{""themes"": null}",1.2252860069274902,"{""themes"": null}",1.2308549880981445,"{""themes"": null}",1.2248289585113525,"{""themes"": null}",1.2283539772033691,"{""themes"": null}",1.229369878768921
Nor is the Pickering facility an outlier.,101,"{""themes"": null}",1.232800006866455,"{""themes"": null}",1.2324721813201904,"{""themes"": null}",1.228165864944458,"{""themes"": null}",1.2267189025878906,"{""themes"": null}",1.2334063053131104,"{""themes"": null}",1.2288126945495605,"{""themes"": null}",1.2278752326965332,"{""themes"": null}",1.2243361473083496,"{""themes"": null}",1.2292230129241943,"{""themes"": null}",1.2233009338378906,"{""themes"": null}",1.2291409969329834,"{""themes"": null}",1.229285717010498
The next issue of Westcoast Homes will soon be in your inbox.,102,"{""themes"": null}",1.2369909286499023,"{""themes"": null}",1.2386009693145752,"{""themes"": null}",1.235682725906372,"{""themes"": null}",1.2353920936584473,"{""themes"": null}",1.236119031906128,"{""themes"": null}",1.232414960861206,"{""themes"": null}",1.2324120998382568,"{""themes"": null}",1.2296440601348877,"{""themes"": null}",1.2321279048919678,"{""themes"": null}",1.2333319187164307,"{""themes"": null}",1.2327790260314941,"{""themes"": null}",1.2321670055389404
"""Donald Trump, when he makes statements like that, he plans on carrying them out.",103,"{""themes"": null}",1.2398149967193604,"{""themes"": null}",1.2381000518798828,"{""themes"": null}",1.2371759414672852,"{""themes"": null}",1.2367382049560547,"{""themes"": [""governments_and_governance""]}",1.8425920009613037,"{""themes"": null}",1.2364091873168945,"{""themes"": null}",1.234771966934204,"{""themes"": null}",1.2322938442230225,"{""themes"": null}",1.2370939254760742,"{""themes"": null}",1.2345139980316162,"{""themes"": ""international_affairs_and_defense""}",1.7466747760772705,"{""themes"": null}",1.2335968017578125
"The major battle in Baku is over how much rich nations will pay for developing countries to decarbonize their energy systems, cope with future harms of climate change and pay for damage from extreme weather.",104,"{""themes"": null}",1.5205421447753906,"{""themes"": null}",1.517200231552124,"{""themes"": null}",1.5155549049377441,"{""themes"": null}",1.513960838317871,"{""themes"": ""null""}",1.6072440147399902,"{""themes"": null}",1.516692876815796,"{""themes"": null}",1.5160589218139648,"{""themes"": null}",1.5116870403289795,"{""themes"": ""economy_and_labour""}",1.9450421333312988,"{""themes"": null}",1.5121910572052002,"{""themes"": ""international_affairs_and_defense""}",2.0299248695373535,"{""themes"": ""environment_and_energy""}",1.7710251808166504
"A Mennonite father who killed his one-year-old son with an axe may be allowed to travel to parts of southern Ontario in the coming months, but a long-term plan for reintegration into his tight-knit community remains unclear.",105,"{""themes"": null}",1.5221049785614014,"{""themes"": null}",1.5227539539337158,"{""themes"": ""law_and_crime""}",1.8699841499328613,"{""themes"": null}",1.51975679397583,"{""themes"": null}",1.5238828659057617,"{""themes"": null}",1.5223841667175293,"{""themes"": ""health_and_social_services""}",1.8658630847930908,"{""themes"": null}",1.5149848461151123,"{""themes"": null}",1.5198659896850586,"{""themes"": null}",1.514380693435669,"{""themes"": null}",1.5178642272949219,"{""themes"": null}",1.5197739601135254
"The report released Wednesday by the Institut du Québec, a non-profit think tank, found that Quebec is not reducing its carbon emissions fast enough to meet the government’s goal of becoming carbon neutral by 2050 and that efforts to grow the economy will likely lead to an increase in greenhouse gas emissions.",106,"{""themes"": null}",1.5287597179412842,"{""themes"": null}",1.527332067489624,"{""themes"": null}",1.5295851230621338,"{""themes"": null}",1.5252740383148193,"{""themes"": [""governments_and_governance""]}",2.1330699920654297,"{""themes"": null}",1.528041124343872,"{""themes"": null}",1.5255639553070068,"{""themes"": null}",1.5228850841522217,"{""themes"": [""economy_and_labour""]}",1.9526491165161133,"{""themes"": null}",1.5222859382629395,"{""themes"": null}",1.5246577262878418,"{""themes"": ""environment_and_energy""}",1.7809088230133057
I was extremely relieved to learn that he was not seriously harmed.”,107,"{""themes"": null}",1.2359859943389893,"{""themes"": null}",1.232248067855835,"{""themes"": null}",1.232421875,"{""themes"": null}",1.230569839477539,"{""themes"": null}",1.233752965927124,"{""themes"": null}",1.2331671714782715,"{""themes"": null}",1.2307231426239014,"{""themes"": null}",1.2308688163757324,"{""themes"": null}",1.232814073562622,"{""themes"": null}",1.2289600372314453,"{""themes"": null}",1.2302851676940918,"{""themes"": null}",1.2320690155029297
"""That's your assessment,"" she said.",108,"{""themes"": null}",1.233198881149292,"{""themes"": null}",1.2304611206054688,"{""themes"": null}",1.229759931564331,"{""themes"": null}",1.2272779941558838,"{""themes"": null}",1.2362568378448486,"{""themes"": null}",1.2301580905914307,"{""themes"": null}",1.2301170825958252,"{""themes"": null}",1.2238471508026123,"{""themes"": null}",1.2277841567993164,"{""themes"": null}",1.2243609428405762,"{""themes"": null}",1.2289719581604004,"{""themes"": null}",1.2257928848266602
“The fight for our freedom will take hard work.,109,"{""themes"": null}",1.2335522174835205,"{""themes"": null}",1.2307250499725342,"{""themes"": null}",1.2336809635162354,"{""themes"": null}",1.227855920791626,"{""themes"": null}",1.2357380390167236,"{""themes"": null}",1.2299199104309082,"{""themes"": null}",1.2301669120788574,"{""themes"": null}",1.2246100902557373,"{""themes"": null}",1.229560136795044,"{""themes"": null}",1.225844144821167,"{""themes"": ""null""}",1.3151822090148926,"{""themes"": null}",1.2291951179504395
"The total allowable catch for that fishery in 2023 was 12,999 tonnes.",110,"{""themes"": ""public_lands_and_agriculture""}",1.8407039642333984,"{""themes"": null}",1.2372987270355225,"{""themes"": null}",1.238461971282959,"{""themes"": null}",1.2353949546813965,"{""themes"": null}",1.2405641078948975,"{""themes"": null}",1.2397668361663818,"{""themes"": null}",1.2359859943389893,"{""themes"": null}",1.2345170974731445,"{""themes"": ""null""}",1.3222699165344238,"{""themes"": null}",1.2316129207611084,"{""themes"": null}",1.236072063446045,"{""themes"": ""null""}",1.3203778266906738
"The central bank kicked off its interest rate easing cycle with back-to-back quarter-point rate cuts in June and July, bringing the policy rate down to 4.5 per cent after the most rapid tightening cycle in its history.",111,"{""themes"": null}",1.519881010055542,"{""themes"": null}",1.5305302143096924,"{""themes"": null}",1.5185580253601074,"{""themes"": null}",1.515841007232666,"{""themes"": ""null""}",1.6061489582061768,"{""themes"": null}",1.518592119216919,"{""themes"": null}",1.5179650783538818,"{""themes"": null}",1.514587163925171,"{""themes"": ""economy_and_labour""}",1.9496169090270996,"{""themes"": null}",1.5128920078277588,"{""themes"": null}",1.5162360668182373,"{""themes"": null}",1.5172243118286133
Brownstein drew a distinction in how Longueuil police and the Sûreté du Québec have responded to violence at protests compared with the SPVM in Montreal.,112,"{""themes"": null}",1.5178210735321045,"{""themes"": null}",1.5182909965515137,"{""themes"": ""law_and_crime""}",1.860793113708496,"{""themes"": null}",1.5160987377166748,"{""themes"": [""governments_and_governance""]}",2.121259927749634,"{""themes"": ""null""}",1.6047210693359375,"{""themes"": null}",1.5185179710388184,"{""themes"": null}",1.5102529525756836,"{""themes"": null}",1.5139532089233398,"{""themes"": null}",1.5118598937988281,"{""themes"": null}",1.5141370296478271,"{""themes"": null}",1.5172090530395508
The Beer Store as well as local craft brewery bottle shops and wineries will remain open even if the LCBO strike goes ahead.,113,"{""themes"": null}",1.2477588653564453,"{""themes"": null}",1.2492196559906006,"{""themes"": null}",1.2496159076690674,"{""themes"": null}",1.243215799331665,"{""themes"": null}",1.2464020252227783,"{""themes"": null}",1.2456121444702148,"{""themes"": null}",1.2480847835540771,"{""themes"": null}",1.2423958778381348,"{""themes"": [""economy_and_labour""]}",1.672018051147461,"{""themes"": null}",1.2415640354156494,"{""themes"": null}",1.2409729957580566,"{""themes"": null}",1.243100881576538
"Officers notified Cheam First Nation, which determined the land had been leased by the owner to a waste management company that has run afoul of provincial environment laws in the past.",114,"{""themes"": ""public_lands_and_agriculture""}",2.1246750354766846,"{""themes"": null}",1.521601915359497,"{""themes"": ""law_and_crime""}",1.8598542213439941,"{""themes"": null}",1.5151398181915283,"{""themes"": [""governments_and_governance""]}",2.1236412525177,"{""themes"": null}",1.5170650482177734,"{""themes"": null}",1.5224099159240723,"{""themes"": null}",1.5128917694091797,"{""themes"": null}",1.515472173690796,"{""themes"": null}",1.512598991394043,"{""themes"": null}",1.5132627487182617,"{""themes"": ""environment_and_energy""}",1.7729160785675049
"For American citizens, Jan. 20th, 2025 is Liberation Day.",115,"{""themes"": null}",1.2372972965240479,"{""themes"": [""culture_and_nationalism""]}",1.666450023651123,"{""themes"": null}",1.2340102195739746,"{""themes"": null}",1.2338931560516357,"{""themes"": [""governments_and_governance""]}",1.839318037033081,"{""themes"": null}",1.2376549243927002,"{""themes"": null}",1.2353160381317139,"{""themes"": null}",1.2316851615905762,"{""themes"": null}",1.2354309558868408,"{""themes"": null}",1.2292749881744385,"{""themes"": ""international_affairs_and_defense""}",1.7468771934509277,"{""themes"": null}",1.2346832752227783
"Labour Minister Steve MacKinnon met with the airline and union yesterday, Trudeau added, without offering further details.",116,"{""themes"": null}",1.2434251308441162,"{""themes"": null}",1.2413370609283447,"{""themes"": null}",1.238832950592041,"{""themes"": null}",1.2380468845367432,"{""themes"": [""governments_and_governance""]}",1.8433759212493896,"{""themes"": null}",1.240677833557129,"{""themes"": null}",1.2389719486236572,"{""themes"": null}",1.2366750240325928,"{""themes"": ""economy_and_labour""}",1.6668741703033447,"{""themes"": null}",1.2362680435180664,"{""themes"": null}",1.2374341487884521,"{""themes"": null}",1.2390847206115723
He said jail officials had submitted affidavits suggesting what happened was “to protect order in the institution.”,117,"{""themes"": null}",1.2396180629730225,"{""themes"": null}",1.2373099327087402,"{""themes"": ""law_and_crime""}",1.5858070850372314,"{""themes"": null}",1.2383170127868652,"{""themes"": ""null""}",1.326378345489502,"{""themes"": null}",1.2416808605194092,"{""themes"": null}",1.238469123840332,"{""themes"": null}",1.2367727756500244,"{""themes"": null}",1.2395169734954834,"{""themes"": null}",1.2344400882720947,"{""themes"": null}",1.2384090423583984,"{""themes"": null}",1.2349300384521484
Missaghi … threatening you explicitly or implicitly with violence or in the best case scenarios with a sort of Jihad in the court system.”,118,"{""themes"": null}",1.245041847229004,"{""themes"": [""culture_and_nationalism""]}",1.672666072845459,"{""themes"": ""law_and_crime""}",1.5913951396942139,"{""themes"": null}",1.243229866027832,"{""themes"": null}",1.247251033782959,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9318499565124512,"{""themes"": null}",1.2414982318878174,"{""themes"": null}",1.2393550872802734,"{""themes"": null}",1.2409698963165283,"{""themes"": null}",1.2394061088562012,"{""themes"": ""international_affairs_and_defense""}",1.753910779953003,"{""themes"": null}",1.2393717765808105
“I have good memories of this place.,119,"{""themes"": null}",1.2326068878173828,"{""themes"": null}",1.2307162284851074,"{""themes"": null}",1.226815938949585,"{""themes"": null}",1.225593090057373,"{""themes"": null}",1.2304368019104004,"{""themes"": null}",1.2263431549072266,"{""themes"": null}",1.2271621227264404,"{""themes"": null}",1.224095106124878,"{""themes"": null}",1.2284541130065918,"{""themes"": null}",1.2246439456939697,"{""themes"": null}",1.2265112400054932,"{""themes"": null}",1.2261672019958496
"“Without that knowledge, we struggle to hold our local governments and our provincial and federal counterparts accountable,” he said.",120,"{""themes"": null}",1.2416880130767822,"{""themes"": null}",1.2405507564544678,"{""themes"": ""law_and_crime""}",1.5847017765045166,"{""themes"": null}",1.2407140731811523,"{""themes"": ""governments_and_governance""}",1.8400108814239502,"{""themes"": null}",1.2420339584350586,"{""themes"": null}",1.2383618354797363,"{""themes"": null}",1.2348361015319824,"{""themes"": null}",1.2393879890441895,"{""themes"": null}",1.2352180480957031,"{""themes"": null}",1.2369120121002197,"{""themes"": null}",1.2374370098114014
"“So much that you’ve worked towards and … you’ve built your life there … the kids, for example, that’s their home, right?",121,"{""themes"": null}",1.5160791873931885,"{""themes"": null}",1.5124881267547607,"{""themes"": null}",1.515185832977295,"{""themes"": null}",1.5132617950439453,"{""themes"": null}",1.5144860744476318,"{""themes"": null}",1.5156710147857666,"{""themes"": null}",1.5138230323791504,"{""themes"": null}",1.5097651481628418,"{""themes"": null}",1.512481927871704,"{""themes"": null}",1.5089809894561768,"{""themes"": null}",1.5122830867767334,"{""themes"": null}",1.5141561031341553
"Once she submits an application, the department will let her know if more information is required.",122,"{""themes"": null}",1.2404658794403076,"{""themes"": null}",1.2349839210510254,"{""themes"": null}",1.2357771396636963,"{""themes"": null}",1.2377448081970215,"{""themes"": null}",1.239380121231079,"{""themes"": null}",1.2359790802001953,"{""themes"": null}",1.236260175704956,"{""themes"": null}",1.231736183166504,"{""themes"": null}",1.2350220680236816,"{""themes"": null}",1.231583833694458,"{""themes"": null}",1.231384038925171,"{""themes"": null}",1.236119031906128
And while the New York Times opined in a headline the “Opening Ceremony Misses the Boat” — alluding to the fact it was held on the Seine — everyone was in agreement Dion was simply dazzling.,123,"{""themes"": null}",1.520580768585205,"{""themes"": ""culture_and_nationalism""}",1.9507770538330078,"{""themes"": null}",1.5163729190826416,"{""themes"": null}",1.5167512893676758,"{""themes"": null}",1.5212910175323486,"{""themes"": null}",1.5203793048858643,"{""themes"": null}",1.516634225845337,"{""themes"": null}",1.5123400688171387,"{""themes"": null}",1.5204570293426514,"{""themes"": null}",1.512955904006958,"{""themes"": null}",1.5167360305786133,"{""themes"": null}",1.5169341564178467
Lawyers for the affected inmates are now making court applications to have charges stayed or sentences shortened in response to what they argue are blatant violations of their clients’ Charter rights.,124,"{""themes"": null}",1.5174119472503662,"{""themes"": null}",1.5184242725372314,"{""themes"": ""law_and_crime""}",1.8573038578033447,"{""themes"": null}",1.5137369632720947,"{""themes"": [""governments_and_governance""]}",2.1233699321746826,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.2049460411071777,"{""themes"": null}",1.5162649154663086,"{""themes"": null}",1.5110619068145752,"{""themes"": null}",1.5164737701416016,"{""themes"": null}",1.5129718780517578,"{""themes"": null}",1.5157089233398438,"{""themes"": null}",1.5145909786224365
"The Israeli military official said the area was not a tent complex, but an operational compound run by Hamas and that several more militants were there, guarding Deif.",125,"{""themes"": null}",1.516258955001831,"{""themes"": null}",1.516150951385498,"{""themes"": ""law_and_crime""}",1.8559961318969727,"{""themes"": null}",1.5145819187164307,"{""themes"": ""null""}",1.6041259765625,"{""themes"": null}",1.5185017585754395,"{""themes"": null}",1.5146141052246094,"{""themes"": null}",1.5111610889434814,"{""themes"": null}",1.5157067775726318,"{""themes"": null}",1.5123779773712158,"{""themes"": ""international_affairs_and_defense""}",2.0299949645996094,"{""themes"": null}",1.5151002407073975
"Richardson complained to the CPSO about Cho and a SickKids dermatologist, whose allegedly flawed opinion Cho had relied on.",126,"{""themes"": null}",1.244741678237915,"{""themes"": null}",1.2432148456573486,"{""themes"": ""law_and_crime""}",1.587944746017456,"{""themes"": null}",1.2451422214508057,"{""themes"": null}",1.2448110580444336,"{""themes"": null}",1.246441125869751,"{""themes"": ""health_and_social_services""}",1.585846185684204,"{""themes"": null}",1.2418360710144043,"{""themes"": null}",1.2451221942901611,"{""themes"": null}",1.2410650253295898,"{""themes"": null}",1.2428100109100342,"{""themes"": null}",1.2429490089416504
