body,body_id_for_llm,public_lands_and_agriculture,public_lands_and_agriculture_inference_time,culture_and_nationalism,culture_and_nationalism_inference_time,law_and_crime,law_and_crime_inference_time,immigration,immigration_inference_time,governments_and_governance,governments_and_governance_inference_time,rights_liberties_minorities_discrimination,rights_liberties_minorities_discrimination_inference_time,health_and_social_services,health_and_social_services_inference_time,education,education_inference_time,economy_and_labour,economy_and_labour_inference_time,technology,technology_inference_time,international_affairs_and_defense,international_affairs_and_defense_inference_time,environment_and_energy,environment_and_energy_inference_time
"Although Harris’ ascendency boosted Democrats’ enthusiasm and put Trump on the defensive in a race he had been expected to win easily against Biden, the vice-president was scrutinized over her plans for the country and whether she would truly represent a change from the unpopular Biden administration she served in.",76,"{""themes"": null}",1.5256800651550293,"{""themes"": null}",1.5313060283660889,"{""themes"": null}",1.5252511501312256,"{""themes"": null}",1.5228989124298096,"{""themes"": ""governments_and_governance""}",2.129946231842041,"{""themes"": null}",1.5297660827636719,"{""themes"": null}",1.528681993484497,"{""themes"": null}",1.5253939628601074,"{""themes"": null}",1.5300490856170654,"{""themes"": null}",1.5262291431427002,"{""themes"": null}",1.5276973247528076,"{""themes"": null}",1.5265100002288818
"A government spokesperson speaking on background said that the new measures apply to some firearms that were included in those initial amendments, while others were left out.",77,"{""themes"": null}",1.5121028423309326,"{""themes"": null}",1.5114870071411133,"{""themes"": ""law_and_crime""}",1.8535339832305908,"{""themes"": null}",1.511672019958496,"{""themes"": ""governments_and_governance""}",2.1218650341033936,"{""themes"": null}",1.5175418853759766,"{""themes"": null}",1.5131497383117676,"{""themes"": null}",1.5101327896118164,"{""themes"": null}",1.515286922454834,"{""themes"": null}",1.5121021270751953,"{""themes"": null}",1.5128707885742188,"{""themes"": null}",1.5147380828857422
A view of a stretch of the I-75 where northbound traffic is slowed due to residents trying to evacuate flood zones.,78,"{""themes"": null}",1.2437081336975098,"{""themes"": null}",1.2399401664733887,"{""themes"": null}",1.2404210567474365,"{""themes"": null}",1.2388978004455566,"{""themes"": null}",1.2434029579162598,"{""themes"": null}",1.244680404663086,"{""themes"": null}",1.239508867263794,"{""themes"": null}",1.2392971515655518,"{""themes"": ""null""}",1.3292491436004639,"{""themes"": ""null""}",1.327591896057129,"{""themes"": null}",1.243811845779419,"{""themes"": [""environment_and_energy""]}",1.5020720958709717
Fifty-seven specialists did the same thing.,79,"{""themes"": null}",1.231076955795288,"{""themes"": null}",1.2282459735870361,"{""themes"": null}",1.229982852935791,"{""themes"": null}",1.224829912185669,"{""themes"": null}",1.230785846710205,"{""themes"": null}",1.2286429405212402,"{""themes"": null}",1.2281341552734375,"{""themes"": null}",1.2267189025878906,"{""themes"": null}",1.2312061786651611,"{""themes"": null}",1.227673053741455,"{""themes"": null}",1.2301440238952637,"{""themes"": null}",1.2296948432922363
"One of those other cars, a Chevrolet Tahoe, had been spotted the previous day by officers in the driveway of Abdelgadir’s home during an unrelated investigation, and was followed to a nearby mall.",80,"{""themes"": null}",1.5156381130218506,"{""themes"": null}",1.5146331787109375,"{""themes"": ""law_and_crime""}",1.864293098449707,"{""themes"": null}",1.5136170387268066,"{""themes"": ""null""}",1.6040031909942627,"{""themes"": null}",1.5155048370361328,"{""themes"": null}",1.5142269134521484,"{""themes"": null}",1.5146429538726807,"{""themes"": null}",1.5207459926605225,"{""themes"": null}",1.5177640914916992,"{""themes"": null}",1.5176758766174316,"{""themes"": null}",1.5158259868621826
"“We can confirm that the fire has reached the Fairmont Jasper Park Lodge grounds, however, we are unclear on the extent of damage.”",81,"{""themes"": null}",1.2430078983306885,"{""themes"": null}",1.2405729293823242,"{""themes"": null}",1.2472000122070312,"{""themes"": null}",1.243868112564087,"{""themes"": null}",1.2436800003051758,"{""themes"": null}",1.2446999549865723,"{""themes"": null}",1.2423779964447021,"{""themes"": null}",1.242776870727539,"{""themes"": null}",1.2447149753570557,"{""themes"": null}",1.2422363758087158,"{""themes"": null}",1.2445600032806396,"{""themes"": ""environment_and_energy""}",1.4996109008789062
"India also retaliated and announced it is expelling six Canadian diplomats, including acting High Commissioner Stewart Wheeler.",82,"{""themes"": null}",1.2405931949615479,"{""themes"": null}",1.2365610599517822,"{""themes"": null}",1.2408103942871094,"{""themes"": null}",1.2354481220245361,"{""themes"": ""governments_and_governance""}",1.8401870727539062,"{""themes"": null}",1.2395050525665283,"{""themes"": null}",1.235295057296753,"{""themes"": null}",1.2386438846588135,"{""themes"": ""null""}",1.3245668411254883,"{""themes"": null}",1.2388572692871094,"{""themes"": ""international_affairs_and_defense""}",1.7511260509490967,"{""themes"": null}",1.2374279499053955
“We assume with 100-per-cent reliability that we will turn on the tap and water will come out.,83,"{""themes"": null}",1.2523791790008545,"{""themes"": null}",1.2357449531555176,"{""themes"": null}",1.2360920906066895,"{""themes"": null}",1.23785400390625,"{""themes"": null}",1.238835096359253,"{""themes"": null}",1.2398967742919922,"{""themes"": null}",1.2372958660125732,"{""themes"": null}",1.2388968467712402,"{""themes"": ""null""}",1.3241312503814697,"{""themes"": ""null""}",1.3253700733184814,"{""themes"": null}",1.2384920120239258,"{""themes"": null}",1.2367267608642578
"Psychological harassment is “any vexatious behaviour in the form of repeated and hostile or unwanted conduct, verbal comments, actions or gestures, that affects an employee’s dignity or psychological or physical integrity and that results in a harmful work environment for the employee.”",84,"{""themes"": null}",1.5252749919891357,"{""themes"": null}",1.518481731414795,"{""themes"": ""law_and_crime""}",1.8626320362091064,"{""themes"": null}",1.5192358493804932,"{""themes"": null}",1.5235869884490967,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.2088990211486816,"{""themes"": [""health_and_social_services""]}",1.8641090393066406,"{""themes"": null}",1.5202171802520752,"{""themes"": ""economy_and_labour""}",1.953733205795288,"{""themes"": null}",1.523024082183838,"{""themes"": null}",1.5217750072479248,"{""themes"": null}",1.520414113998413
"Harris, in a statement said she was “glad” Trump was safe, adding “violence has no place in America.”",85,"{""themes"": null}",1.2465968132019043,"{""themes"": null}",1.2414062023162842,"{""themes"": [""law_and_crime""]}",1.5826458930969238,"{""themes"": null}",1.2392339706420898,"{""themes"": [""governments_and_governance""]}",1.8447089195251465,"{""themes"": null}",1.2443993091583252,"{""themes"": null}",1.2416057586669922,"{""themes"": null}",1.2427499294281006,"{""themes"": null}",1.242802381515503,"{""themes"": null}",1.2444369792938232,"{""themes"": null}",1.2426650524139404,"{""themes"": null}",1.241217851638794
"""He wanted to catch Arctic grayling,"" she said in the interview, saying he reassured her that there were lots of hunters and hikers in the area should he run into trouble.",86,"{""themes"": ""null""}",1.603032112121582,"{""themes"": null}",1.515765905380249,"{""themes"": null}",1.5110080242156982,"{""themes"": null}",1.5098381042480469,"{""themes"": null}",1.5150468349456787,"{""themes"": null}",1.5188300609588623,"{""themes"": null}",1.5116829872131348,"{""themes"": null}",1.5141570568084717,"{""themes"": null}",1.5185532569885254,"{""themes"": null}",1.5137863159179688,"{""themes"": null}",1.5157220363616943,"{""themes"": null}",1.5128860473632812
The Liberals inherited what was arguably the world’s best immigration system and devalued it by allowing many more lower skilled and temporary workers into the country.,87,"{""themes"": null}",1.515136957168579,"{""themes"": null}",1.5164470672607422,"{""themes"": null}",1.512749195098877,"{""themes"": ""immigration""}",1.6842098236083984,"{""themes"": [""governments_and_governance""]}",2.1204638481140137,"{""themes"": ""null""}",1.6012768745422363,"{""themes"": null}",1.5137059688568115,"{""themes"": null}",1.513279914855957,"{""themes"": ""economy_and_labour""}",1.9457588195800781,"{""themes"": null}",1.514742136001587,"{""themes"": null}",9.17267918586731,"{""themes"": null}",1.5120840072631836
"“In regard to the mortgage reforms announced this morning, CMHC looks forward to implementing the changes when they come into effect,” a spokesperson said, with additional requests for comment directed to the Department of Finance.",88,"{""themes"": null}",1.5172240734100342,"{""themes"": null}",1.5226809978485107,"{""themes"": null}",1.514307975769043,"{""themes"": null}",1.5133070945739746,"{""themes"": ""governments_and_governance""}",2.1178641319274902,"{""themes"": null}",1.5186729431152344,"{""themes"": null}",1.5139479637145996,"{""themes"": null}",1.5132672786712646,"{""themes"": ""economy_and_labour""}",1.9472119808197021,"{""themes"": null}",1.513848066329956,"{""themes"": null}",1.5158131122589111,"{""themes"": null}",1.5164580345153809
“The terrorist groups use illegal smuggling as part of their financing operations for doing bad things.,89,"{""themes"": null}",1.236279010772705,"{""themes"": null}",1.236293077468872,"{""themes"": ""law_and_crime""}",1.5757272243499756,"{""themes"": [""immigration""]}",1.405344009399414,"{""themes"": ""null""}",1.3215548992156982,"{""themes"": ""null""}",1.32249116897583,"{""themes"": null}",1.230983018875122,"{""themes"": null}",1.2357678413391113,"{""themes"": ""null""}",1.3239829540252686,"{""themes"": ""null""}",1.3209829330444336,"{""themes"": ""international_affairs_and_defense""}",1.7512052059173584,"{""themes"": null}",1.2335078716278076
"Only two candidates so far have thrown their hats into the ring to succeed Trudeau — Liberal backbencher Chandra Arya from Ontario, and businessman Frank Baylis, a former Québec MP.",90,"{""themes"": null}",1.517758846282959,"{""themes"": null}",1.5150690078735352,"{""themes"": null}",1.514389991760254,"{""themes"": null}",1.5139107704162598,"{""themes"": ""governments_and_governance""}",2.117126226425171,"{""themes"": null}",1.5150058269500732,"{""themes"": null}",1.5140442848205566,"{""themes"": null}",1.5125768184661865,"{""themes"": null}",1.5196568965911865,"{""themes"": null}",1.5138790607452393,"{""themes"": null}",1.5147719383239746,"{""themes"": null}",1.5142171382904053
"With the TTC upgrading the Spadina streetcar right-of-way from now until December, the transit agency is resorting to the next best thing to keep people moving along the route.",91,"{""themes"": null}",1.5160667896270752,"{""themes"": null}",1.511113166809082,"{""themes"": null}",1.5135538578033447,"{""themes"": null}",1.5155210494995117,"{""themes"": ""governments_and_governance""}",2.1154232025146484,"{""themes"": null}",1.516071081161499,"{""themes"": null}",1.511518955230713,"{""themes"": null}",1.5152008533477783,"{""themes"": ""economy_and_labour""}",1.948829174041748,"{""themes"": null}",1.5119850635528564,"{""themes"": null}",1.5159142017364502,"{""themes"": null}",1.5130882263183594
"Conservatives have their work cut out for themselves as Canadians would like to see a quick economic turnaround, like that of their southern neighbours.",92,"{""themes"": null}",1.2448079586029053,"{""themes"": null}",1.243987798690796,"{""themes"": null}",1.2416021823883057,"{""themes"": null}",1.243027925491333,"{""themes"": ""null""}",1.329097032546997,"{""themes"": null}",1.244384765625,"{""themes"": null}",1.2403199672698975,"{""themes"": null}",1.2423899173736572,"{""themes"": ""economy_and_labour""}",1.673922061920166,"{""themes"": null}",1.2425737380981445,"{""themes"": null}",1.2452688217163086,"{""themes"": null}",1.2439818382263184
"So like, how many investigations are currently ongoing involving government corruption?”",93,"{""themes"": null}",1.233985185623169,"{""themes"": null}",1.2304880619049072,"{""themes"": [""law_and_crime""]}",1.571932077407837,"{""themes"": null}",1.2291958332061768,"{""themes"": ""governments_and_governance""}",1.8321568965911865,"{""themes"": null}",1.2358191013336182,"{""themes"": null}",1.2292799949645996,"{""themes"": null}",1.2321557998657227,"{""themes"": null}",1.232105016708374,"{""themes"": null}",1.229452133178711,"{""themes"": null}",1.235795021057129,"{""themes"": null}",1.2310400009155273
"Blocking the box might be downtown Toronto’s most ubiquitous traffic offence, as drivers force their way into busy intersections knowing they’ll still be blocking traffic when the light turns red, resulting in paralyzing gridlock.",94,"{""themes"": null}",1.5205450057983398,"{""themes"": null}",1.5185017585754395,"{""themes"": ""law_and_crime""}",1.8592939376831055,"{""themes"": null}",1.5137410163879395,"{""themes"": ""null""}",1.6031768321990967,"{""themes"": null}",1.5181031227111816,"{""themes"": null}",1.515599250793457,"{""themes"": null}",1.5173940658569336,"{""themes"": ""null""}",1.6040842533111572,"{""themes"": ""null""}",1.601248025894165,"{""themes"": null}",1.5165417194366455,"{""themes"": null}",1.5170996189117432
"She said in April: “Most legal scholars probably track most Americans, who didn’t want to overturn Roe.",95,"{""themes"": null}",1.241652011871338,"{""themes"": null}",1.2379639148712158,"{""themes"": [""law_and_crime""]}",1.5811271667480469,"{""themes"": null}",1.235388994216919,"{""themes"": null}",1.239375114440918,"{""themes"": ""rights_liberties_minorities_discrimination""}",1.929234266281128,"{""themes"": null}",1.2366809844970703,"{""themes"": null}",1.2361278533935547,"{""themes"": null}",1.2405529022216797,"{""themes"": null}",1.2377469539642334,"{""themes"": null}",1.2376430034637451,"{""themes"": null}",1.238403081893921
Conservatives have complained that it is not sufficiently independent from government.,96,"{""themes"": null}",1.2322862148284912,"{""themes"": null}",1.2331640720367432,"{""themes"": null}",1.2299818992614746,"{""themes"": null}",1.2319180965423584,"{""themes"": ""governments_and_governance""}",1.8337271213531494,"{""themes"": null}",1.232583999633789,"{""themes"": null}",1.2283010482788086,"{""themes"": null}",1.2302501201629639,"{""themes"": null}",1.2319679260253906,"{""themes"": null}",1.2312049865722656,"{""themes"": null}",1.2312331199645996,"{""themes"": null}",1.231945276260376
An economist on Ottawa’s GST holiday.,97,"{""themes"": null}",1.23055100440979,"{""themes"": null}",1.2303168773651123,"{""themes"": null}",1.2272231578826904,"{""themes"": null}",1.226579189300537,"{""themes"": ""governments_and_governance""}",1.828402042388916,"{""themes"": null}",1.2293939590454102,"{""themes"": null}",1.2271978855133057,"{""themes"": null}",1.2287368774414062,"{""themes"": ""economy_and_labour""}",1.658606767654419,"{""themes"": ""null""}",1.3126447200775146,"{""themes"": null}",1.231132984161377,"{""themes"": null}",1.2282202243804932
"The bombing follows attacks last week when pagers and walkie talkies exploded across Lebanon, killing scores of people and wounding thousands including Hezbollah members.",98,"{""themes"": null}",1.5159952640533447,"{""themes"": null}",1.5177443027496338,"{""themes"": ""law_and_crime""}",1.8571839332580566,"{""themes"": null}",1.5166988372802734,"{""themes"": ""null""}",1.600950002670288,"{""themes"": null}",1.5161700248718262,"{""themes"": null}",1.514604091644287,"{""themes"": null}",1.51397705078125,"{""themes"": null}",1.5189220905303955,"{""themes"": null}",1.5133769512176514,"{""themes"": ""international_affairs_and_defense""}",2.0288681983947754,"{""themes"": null}",1.5139648914337158
"Four years ago, he tried to overturn his election defeat by Mr.",99,"{""themes"": null}",1.2361879348754883,"{""themes"": null}",1.2380082607269287,"{""themes"": null}",1.2319741249084473,"{""themes"": null}",1.2315499782562256,"{""themes"": ""governments_and_governance""}",1.8322851657867432,"{""themes"": null}",1.2365670204162598,"{""themes"": null}",1.2307720184326172,"{""themes"": null}",1.2328259944915771,"{""themes"": null}",1.2341210842132568,"{""themes"": null}",1.233773946762085,"{""themes"": null}",1.232550859451294,"{""themes"": null}",1.231234073638916
It’s not so much the caucus really that matters.,100,"{""themes"": null}",1.2307710647583008,"{""themes"": null}",1.235762119293213,"{""themes"": null}",1.2289233207702637,"{""themes"": null}",1.2279019355773926,"{""themes"": null}",1.233736276626587,"{""themes"": null}",1.2299678325653076,"{""themes"": null}",1.227315902709961,"{""themes"": null}",1.2310819625854492,"{""themes"": null}",1.23101806640625,"{""themes"": null}",1.2276921272277832,"{""themes"": null}",1.2296903133392334,"{""themes"": null}",1.230353832244873
Nor is the Pickering facility an outlier.,101,"{""themes"": null}",1.2299411296844482,"{""themes"": null}",1.2358629703521729,"{""themes"": null}",1.2316079139709473,"{""themes"": null}",1.2251861095428467,"{""themes"": null}",1.2280299663543701,"{""themes"": null}",1.2289221286773682,"{""themes"": null}",1.22574782371521,"{""themes"": null}",1.227489709854126,"{""themes"": null}",1.2304198741912842,"{""themes"": null}",1.2283930778503418,"{""themes"": null}",1.2296431064605713,"{""themes"": null}",1.2307372093200684
The next issue of Westcoast Homes will soon be in your inbox.,102,"{""themes"": null}",1.236039161682129,"{""themes"": null}",1.237044095993042,"{""themes"": null}",1.2328839302062988,"{""themes"": null}",1.230381965637207,"{""themes"": null}",1.2352280616760254,"{""themes"": null}",1.2359917163848877,"{""themes"": null}",1.231071949005127,"{""themes"": null}",1.2320971488952637,"{""themes"": null}",1.2353968620300293,"{""themes"": null}",1.2345011234283447,"{""themes"": null}",1.2346599102020264,"{""themes"": null}",1.233855962753296
"""Donald Trump, when he makes statements like that, he plans on carrying them out.",103,"{""themes"": null}",1.2377290725708008,"{""themes"": null}",1.2372589111328125,"{""themes"": null}",1.2361071109771729,"{""themes"": null}",1.2334117889404297,"{""themes"": ""governments_and_governance""}",1.8343281745910645,"{""themes"": null}",1.2397308349609375,"{""themes"": null}",1.2352771759033203,"{""themes"": null}",1.2346761226654053,"{""themes"": null}",1.2379450798034668,"{""themes"": null}",1.2391626834869385,"{""themes"": ""international_affairs_and_defense""}",1.7489001750946045,"{""themes"": null}",1.235694169998169
"The major battle in Baku is over how much rich nations will pay for developing countries to decarbonize their energy systems, cope with future harms of climate change and pay for damage from extreme weather.",104,"{""themes"": null}",1.5165739059448242,"{""themes"": null}",1.5181670188903809,"{""themes"": null}",1.5138370990753174,"{""themes"": null}",1.5143260955810547,"{""themes"": ""null""}",1.6025607585906982,"{""themes"": null}",1.51755690574646,"{""themes"": null}",1.5173628330230713,"{""themes"": null}",1.514049768447876,"{""themes"": ""null""}",1.6060550212860107,"{""themes"": null}",1.5132489204406738,"{""themes"": [""international_affairs"", ""environmental_issues""]}",17.775924921035767,"{""themes"": ""environment_and_energy""}",2.032094955444336
"A Mennonite father who killed his one-year-old son with an axe may be allowed to travel to parts of southern Ontario in the coming months, but a long-term plan for reintegration into his tight-knit community remains unclear.",105,"{""themes"": null}",1.5225043296813965,"{""themes"": null}",1.520583152770996,"{""themes"": ""law_and_crime""}",1.860818862915039,"{""themes"": null}",1.517057180404663,"{""themes"": null}",1.5221350193023682,"{""themes"": ""null""}",1.6108708381652832,"{""themes"": null}",1.517408847808838,"{""themes"": null}",1.5165760517120361,"{""themes"": null}",1.523568868637085,"{""themes"": null}",1.5181212425231934,"{""themes"": null}",1.5213801860809326,"{""themes"": null}",1.519528865814209
"The report released Wednesday by the Institut du Québec, a non-profit think tank, found that Quebec is not reducing its carbon emissions fast enough to meet the government’s goal of becoming carbon neutral by 2050 and that efforts to grow the economy will likely lead to an increase in greenhouse gas emissions.",106,"{""themes"": null}",1.5263450145721436,"{""themes"": null}",1.5273230075836182,"{""themes"": null}",1.5222570896148682,"{""themes"": ""null""}",1.6152288913726807,"{""themes"": [""governments_and_governance""]}",2.1304731369018555,"{""themes"": null}",1.529505968093872,"{""themes"": null}",1.5251688957214355,"{""themes"": null}",1.525418996810913,"{""themes"": [""economy_and_labour""]}",2.2161319255828857,"{""themes"": null}",1.5236258506774902,"{""themes"": null}",1.5243499279022217,"{""themes"": ""environment_and_energy""}",2.0441269874572754
I was extremely relieved to learn that he was not seriously harmed.”,107,"{""themes"": null}",1.232450008392334,"{""themes"": null}",1.2356538772583008,"{""themes"": null}",1.230409860610962,"{""themes"": null}",1.2296721935272217,"{""themes"": null}",1.232058048248291,"{""themes"": null}",1.2334163188934326,"{""themes"": null}",1.2318940162658691,"{""themes"": null}",1.2316977977752686,"{""themes"": null}",1.2367169857025146,"{""themes"": null}",1.2276620864868164,"{""themes"": null}",1.2326650619506836,"{""themes"": null}",1.2333729267120361
"""That's your assessment,"" she said.",108,"{""themes"": null}",1.2308180332183838,"{""themes"": null}",1.2286629676818848,"{""themes"": null}",1.2253198623657227,"{""themes"": null}",1.2247259616851807,"{""themes"": null}",1.2286098003387451,"{""themes"": null}",1.2295050621032715,"{""themes"": null}",1.2258491516113281,"{""themes"": null}",1.2258541584014893,"{""themes"": null}",1.2318360805511475,"{""themes"": null}",1.2246129512786865,"{""themes"": null}",1.2286338806152344,"{""themes"": null}",1.2289602756500244
“The fight for our freedom will take hard work.,109,"{""themes"": null}",1.230776071548462,"{""themes"": null}",1.229607105255127,"{""themes"": null}",1.227386713027954,"{""themes"": null}",1.2271649837493896,"{""themes"": null}",1.2296741008758545,"{""themes"": ""rights_liberties_minorities_discrimination""}",1.917741060256958,"{""themes"": null}",1.2297818660736084,"{""themes"": null}",1.2282390594482422,"{""themes"": null}",1.2298810482025146,"{""themes"": null}",1.226639986038208,"{""themes"": null}",1.2276296615600586,"{""themes"": null}",1.2325799465179443
"The total allowable catch for that fishery in 2023 was 12,999 tonnes.",110,"{""themes"": ""public_lands_and_agriculture""}",1.8397150039672852,"{""themes"": null}",1.2354168891906738,"{""themes"": null}",1.2376840114593506,"{""themes"": null}",1.2351269721984863,"{""themes"": null}",1.2368922233581543,"{""themes"": null}",1.2411079406738281,"{""themes"": null}",1.235705852508545,"{""themes"": null}",1.2352819442749023,"{""themes"": ""null""}",1.3241691589355469,"{""themes"": null}",1.2382278442382812,"{""themes"": null}",1.2365927696228027,"{""themes"": ""environment_and_energy""}",1.4921107292175293
"The central bank kicked off its interest rate easing cycle with back-to-back quarter-point rate cuts in June and July, bringing the policy rate down to 4.5 per cent after the most rapid tightening cycle in its history.",111,"{""themes"": null}",1.5191187858581543,"{""themes"": null}",1.5216710567474365,"{""themes"": null}",1.516498327255249,"{""themes"": null}",1.5184731483459473,"{""themes"": ""null""}",1.6038801670074463,"{""themes"": null}",1.5194571018218994,"{""themes"": null}",1.519385814666748,"{""themes"": null}",1.5189459323883057,"{""themes"": ""economy_and_labour""}",2.2093780040740967,"{""themes"": null}",1.5153920650482178,"{""themes"": null}",1.5187909603118896,"{""themes"": null}",1.5167481899261475
Brownstein drew a distinction in how Longueuil police and the Sûreté du Québec have responded to violence at protests compared with the SPVM in Montreal.,112,"{""themes"": null}",1.5168657302856445,"{""themes"": null}",1.5171349048614502,"{""themes"": ""law_and_crime""}",1.8570380210876465,"{""themes"": null}",1.5128061771392822,"{""themes"": ""null""}",1.6040830612182617,"{""themes"": ""null""}",1.6028108596801758,"{""themes"": null}",1.5147590637207031,"{""themes"": null}",1.5152950286865234,"{""themes"": null}",1.520481824874878,"{""themes"": null}",1.5138309001922607,"{""themes"": null}",1.5154988765716553,"{""themes"": null}",1.5159401893615723
The Beer Store as well as local craft brewery bottle shops and wineries will remain open even if the LCBO strike goes ahead.,113,"{""themes"": null}",1.2499148845672607,"{""themes"": null}",1.2478861808776855,"{""themes"": null}",1.2406830787658691,"{""themes"": null}",1.243427038192749,"{""themes"": ""null""}",1.332118034362793,"{""themes"": null}",1.2481269836425781,"{""themes"": null}",1.2423760890960693,"{""themes"": null}",1.2449650764465332,"{""themes"": ""economy_and_labour""}",1.6754109859466553,"{""themes"": ""null""}",1.3304970264434814,"{""themes"": null}",1.2443318367004395,"{""themes"": null}",1.2428297996520996
"Officers notified Cheam First Nation, which determined the land had been leased by the owner to a waste management company that has run afoul of provincial environment laws in the past.",114,"{""themes"": ""public_lands_and_agriculture""}",2.1212689876556396,"{""themes"": null}",1.5174720287322998,"{""themes"": [""law_and_crime""]}",1.8565468788146973,"{""themes"": null}",1.513808250427246,"{""themes"": [""governments_and_governance""]}",2.118422746658325,"{""themes"": ""null""}",1.6027889251708984,"{""themes"": null}",1.5185222625732422,"{""themes"": null}",1.5172231197357178,"{""themes"": null}",1.5199611186981201,"{""themes"": ""null""}",1.601142168045044,"{""themes"": null}",1.5170550346374512,"{""themes"": ""environment_and_energy""}",1.7758421897888184
"For American citizens, Jan. 20th, 2025 is Liberation Day.",115,"{""themes"": null}",1.236260175704956,"{""themes"": [""culture_and_nationalism""]}",1.665952205657959,"{""themes"": null}",1.2313148975372314,"{""themes"": null}",1.2327561378479004,"{""themes"": ""governments_and_governance""}",1.8332149982452393,"{""themes"": null}",1.2368767261505127,"{""themes"": null}",1.234062910079956,"{""themes"": null}",1.2320280075073242,"{""themes"": null}",1.2359800338745117,"{""themes"": null}",1.2354061603546143,"{""themes"": null}",1.234907865524292,"{""themes"": null}",1.2370619773864746
"Labour Minister Steve MacKinnon met with the airline and union yesterday, Trudeau added, without offering further details.",116,"{""themes"": null}",1.2427270412445068,"{""themes"": null}",1.2426109313964844,"{""themes"": null}",1.2398009300231934,"{""themes"": null}",1.2371470928192139,"{""themes"": ""governments_and_governance""}",1.8396961688995361,"{""themes"": null}",1.2448911666870117,"{""themes"": null}",1.2421932220458984,"{""themes"": null}",1.2355258464813232,"{""themes"": ""economy_and_labour""}",1.6737711429595947,"{""themes"": null}",1.2409391403198242,"{""themes"": null}",1.2386679649353027,"{""themes"": null}",1.2432279586791992
He said jail officials had submitted affidavits suggesting what happened was “to protect order in the institution.”,117,"{""themes"": null}",1.2388989925384521,"{""themes"": null}",1.2381129264831543,"{""themes"": ""law_and_crime""}",1.5773797035217285,"{""themes"": null}",1.2360448837280273,"{""themes"": ""null""}",1.3235387802124023,"{""themes"": null}",1.2416491508483887,"{""themes"": null}",1.2388968467712402,"{""themes"": null}",1.2350358963012695,"{""themes"": null}",1.2421770095825195,"{""themes"": null}",1.2385191917419434,"{""themes"": null}",1.2366700172424316,"{""themes"": null}",1.2375578880310059
Missaghi … threatening you explicitly or implicitly with violence or in the best case scenarios with a sort of Jihad in the court system.”,118,"{""themes"": null}",1.243896245956421,"{""themes"": null}",1.2447829246520996,"{""themes"": ""law_and_crime""}",1.581238031387329,"{""themes"": null}",1.241593837738037,"{""themes"": null}",1.2427690029144287,"{""themes"": ""rights_liberties_minorities_discrimination""}",1.9307782649993896,"{""themes"": null}",1.2424569129943848,"{""themes"": null}",1.2412641048431396,"{""themes"": null}",1.2454938888549805,"{""themes"": null}",1.2449381351470947,"{""themes"": null}",1.2440500259399414,"{""themes"": null}",1.2429518699645996
“I have good memories of this place.,119,"{""themes"": null}",1.2331490516662598,"{""themes"": null}",1.2309808731079102,"{""themes"": null}",1.2262110710144043,"{""themes"": null}",1.2244977951049805,"{""themes"": null}",1.229151964187622,"{""themes"": null}",1.2320210933685303,"{""themes"": null}",1.2280950546264648,"{""themes"": null}",1.2258739471435547,"{""themes"": null}",1.2300608158111572,"{""themes"": null}",1.2258360385894775,"{""themes"": null}",1.2257640361785889,"{""themes"": null}",1.2285261154174805
"“Without that knowledge, we struggle to hold our local governments and our provincial and federal counterparts accountable,” he said.",120,"{""themes"": null}",1.240652084350586,"{""themes"": null}",1.243351936340332,"{""themes"": null}",1.236346960067749,"{""themes"": null}",1.237281084060669,"{""themes"": ""governments_and_governance""}",1.840702772140503,"{""themes"": null}",1.2428059577941895,"{""themes"": null}",1.2402818202972412,"{""themes"": null}",1.238675832748413,"{""themes"": null}",1.2416291236877441,"{""themes"": null}",1.2423319816589355,"{""themes"": null}",1.2404258251190186,"{""themes"": null}",1.2389402389526367
"“So much that you’ve worked towards and … you’ve built your life there … the kids, for example, that’s their home, right?",121,"{""themes"": null}",1.5169363021850586,"{""themes"": null}",1.51499605178833,"{""themes"": null}",1.5106041431427002,"{""themes"": null}",1.509990930557251,"{""themes"": null}",1.5141487121582031,"{""themes"": null}",1.516963005065918,"{""themes"": null}",1.5149791240692139,"{""themes"": null}",1.5114591121673584,"{""themes"": null}",1.5163812637329102,"{""themes"": null}",1.5136871337890625,"{""themes"": null}",1.5120832920074463,"{""themes"": null}",1.5133907794952393
"Once she submits an application, the department will let her know if more information is required.",122,"{""themes"": null}",1.2410049438476562,"{""themes"": null}",1.2411890029907227,"{""themes"": null}",1.2347757816314697,"{""themes"": null}",1.2333650588989258,"{""themes"": null}",1.2370150089263916,"{""themes"": null}",1.2377982139587402,"{""themes"": null}",1.2345690727233887,"{""themes"": null}",1.235793113708496,"{""themes"": null}",1.2357230186462402,"{""themes"": null}",1.239750862121582,"{""themes"": null}",1.2343268394470215,"{""themes"": null}",1.2349328994750977
