body,body_id_for_llm,public_lands_and_agriculture,public_lands_and_agriculture_inference_time,culture_and_nationalism,culture_and_nationalism_inference_time,law_and_crime,law_and_crime_inference_time,immigration,immigration_inference_time,governments_and_governance,governments_and_governance_inference_time,rights_liberties_minorities_discrimination,rights_liberties_minorities_discrimination_inference_time,health_and_social_services,health_and_social_services_inference_time,education,education_inference_time,economy_and_labour,economy_and_labour_inference_time,technology,technology_inference_time,international_affairs_and_defense,international_affairs_and_defense_inference_time,environment_and_energy,environment_and_energy_inference_time
"Although Harris’ ascendency boosted Democrats’ enthusiasm and put Trump on the defensive in a race he had been expected to win easily against Biden, the vice-president was scrutinized over her plans for the country and whether she would truly represent a change from the unpopular Biden administration she served in.",76,"{""themes"": null}",1.2602958679199219,"{""themes"": [""null""]}",1.3626298904418945,"{""themes"": [""null""]}",1.3566951751708984,"{""themes"": [""null""]}",1.3607962131500244,"{""themes"": [""governments_and_governance""]}",1.6533827781677246,"{""themes"": [""null""]}",1.3582711219787598,"{""themes"": null}",1.2600502967834473,"{""themes"": [""null""]}",1.3590829372406006,"{""themes"": null}",1.2641441822052002,"{""themes"": [""null""]}",1.3560199737548828,"{""themes"": [""null""]}",1.3608431816101074,"{""themes"": null}",1.263631820678711
"A government spokesperson speaking on background said that the new measures apply to some firearms that were included in those initial amendments, while others were left out.",77,"{""themes"": null}",1.1888790130615234,"{""themes"": null}",1.1913540363311768,"{""themes"": [""law_and_crime""]}",1.5288848876953125,"{""themes"": null}",1.1853718757629395,"{""themes"": [""governments_and_governance""]}",1.5791380405426025,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9227969646453857,"{""themes"": null}",1.1914780139923096,"{""themes"": [null]}",1.2877779006958008,"{""themes"": null}",1.1910028457641602,"{""themes"": [""null""]}",1.2875540256500244,"{""themes"": [""null""]}",1.290518045425415,"{""themes"": [null]}",1.284698247909546
A view of a stretch of the I-75 where northbound traffic is slowed due to residents trying to evacuate flood zones.,78,"{""themes"": null}",1.128152847290039,"{""themes"": null}",1.1247549057006836,"{""themes"": [""null""]}",1.2187309265136719,"{""themes"": [""null""]}",1.2232921123504639,"{""themes"": [""governments_and_governance""]}",1.5167591571807861,"{""themes"": null}",1.1276049613952637,"{""themes"": null}",1.125067949295044,"{""themes"": [""null""]}",1.2211599349975586,"{""themes"": [""economy_and_labour""]}",1.5199353694915771,"{""themes"": [""null""]}",1.221526861190796,"{""themes"": [""null""]}",1.2212810516357422,"{""themes"": [""environment_and_energy""]}",1.4225900173187256
Fifty-seven specialists did the same thing.,79,"{""themes"": null}",1.0874972343444824,"{""themes"": null}",1.0980961322784424,"{""themes"": null}",1.0840790271759033,"{""themes"": null}",1.0874700546264648,"{""themes"": null}",1.088327169418335,"{""themes"": null}",1.0879089832305908,"{""themes"": [""null""]}",1.1865808963775635,"{""themes"": null}",1.0879321098327637,"{""themes"": null}",1.0886890888214111,"{""themes"": [""null""]}",1.1909799575805664,"{""themes"": null}",1.0853121280670166,"{""themes"": null}",1.0830073356628418
"One of those other cars, a Chevrolet Tahoe, had been spotted the previous day by officers in the driveway of Abdelgadir’s home during an unrelated investigation, and was followed to a nearby mall.",80,"{""themes"": null}",1.2098350524902344,"{""themes"": null}",1.2081890106201172,"{""themes"": [""law_and_crime""]}",1.5498428344726562,"{""themes"": null}",1.209852933883667,"{""themes"": null}",1.2101960182189941,"{""themes"": null}",1.2103722095489502,"{""themes"": null}",1.2042360305786133,"{""themes"": null}",1.2088332176208496,"{""themes"": null}",1.2082078456878662,"{""themes"": [""null""]}",1.307574987411499,"{""themes"": [""null""]}",1.3062520027160645,"{""themes"": null}",1.2044639587402344
"“We can confirm that the fire has reached the Fairmont Jasper Park Lodge grounds, however, we are unclear on the extent of damage.”",81,"{""themes"": [""public_lands_and_agriculture""]}",1.6237027645111084,"{""themes"": [null]}",1.236152172088623,"{""themes"": [""law_and_crime""]}",1.4794631004333496,"{""themes"": [null]}",1.235361099243164,"{""themes"": [null]}",1.2373108863830566,"{""themes"": [""null""]}",1.2364909648895264,"{""themes"": null}",1.1366338729858398,"{""themes"": [null]}",1.2349920272827148,"{""themes"": null}",1.1424429416656494,"{""themes"": [""null""]}",1.2354769706726074,"{""themes"": [""null""]}",1.2372019290924072,"{""themes"": [""environment_and_energy""]}",1.4267241954803467
"India also retaliated and announced it is expelling six Canadian diplomats, including acting High Commissioner Stewart Wheeler.",82,"{""themes"": null}",1.1297569274902344,"{""themes"": [""null""]}",1.2278428077697754,"{""themes"": [""law_and_crime""]}",1.4690568447113037,"{""themes"": [""null""]}",1.2276921272277832,"{""themes"": [""governments_and_governance""]}",1.5218079090118408,"{""themes"": [""null""]}",1.2329108715057373,"{""themes"": null}",1.1334097385406494,"{""themes"": [null]}",1.2298409938812256,"{""themes"": null}",1.1359450817108154,"{""themes"": [""null""]}",1.226369857788086,"{""themes"": [""international_affairs_and_defense""]}",1.6651999950408936,"{""themes"": null}",1.132439136505127
“We assume with 100-per-cent reliability that we will turn on the tap and water will come out.,83,"{""themes"": null}",1.1329309940338135,"{""themes"": [null]}",1.2304787635803223,"{""themes"": null}",1.1328709125518799,"{""themes"": null}",1.1299960613250732,"{""themes"": [""null""]}",9.149470090866089,"{""themes"": null}",1.1329522132873535,"{""themes"": null}",1.132925033569336,"{""themes"": null}",1.1314959526062012,"{""themes"": null}",1.1254007816314697,"{""themes"": [""null""]}",1.2317099571228027,"{""themes"": [null]}",1.22678804397583,"{""themes"": null}",1.1351571083068848
"Psychological harassment is “any vexatious behaviour in the form of repeated and hostile or unwanted conduct, verbal comments, actions or gestures, that affects an employee’s dignity or psychological or physical integrity and that results in a harmful work environment for the employee.”",84,"{""themes"": null}",1.2315731048583984,"{""themes"": null}",1.2313258647918701,"{""themes"": [""law_and_crime""]}",1.5734851360321045,"{""themes"": null}",1.2305431365966797,"{""themes"": null}",1.2297639846801758,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9566998481750488,"{""themes"": [""health_and_social_services""]}",1.6204919815063477,"{""themes"": [""education""]}",1.3800950050354004,"{""themes"": null}",1.2316100597381592,"{""themes"": [""null""]}",1.3278489112854004,"{""themes"": null}",1.2291057109832764,"{""themes"": null}",1.2341828346252441
"Harris, in a statement said she was “glad” Trump was safe, adding “violence has no place in America.”",85,"{""themes"": null}",1.140427827835083,"{""themes"": null}",1.1399691104888916,"{""themes"": [""law_and_crime""]}",1.4754459857940674,"{""themes"": [null]}",1.234678030014038,"{""themes"": [""null""]}",1.2345201969146729,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.8617122173309326,"{""themes"": [null]}",1.2313060760498047,"{""themes"": [null]}",1.2344999313354492,"{""themes"": null}",1.1377170085906982,"{""themes"": [null]}",1.2332391738891602,"{""themes"": [null]}",1.234515905380249,"{""themes"": [null]}",1.2366101741790771
"""He wanted to catch Arctic grayling,"" she said in the interview, saying he reassured her that there were lots of hunters and hikers in the area should he run into trouble.",86,"{""themes"": [""public_lands_and_agriculture""]}",1.6786739826202393,"{""themes"": [""null""]}",1.2922890186309814,"{""themes"": [""null""]}",1.2887358665466309,"{""themes"": null}",1.1924409866333008,"{""themes"": null}",1.1961538791656494,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9268898963928223,"{""themes"": null}",1.1959340572357178,"{""themes"": null}",1.1932809352874756,"{""themes"": null}",1.197950839996338,"{""themes"": [""null""]}",1.2885067462921143,"{""themes"": null}",1.1951470375061035,"{""themes"": [""null""]}",1.2930548191070557
The Liberals inherited what was arguably the world’s best immigration system and devalued it by allowing many more lower skilled and temporary workers into the country.,87,"{""themes"": null}",1.1937227249145508,"{""themes"": [""null""]}",1.288804054260254,"{""themes"": [""law_and_crime""]}",1.528778314590454,"{""themes"": [""immigration""]}",1.337472915649414,"{""themes"": [""governments_and_governance""]}",1.580761194229126,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9226419925689697,"{""themes"": null}",1.1889770030975342,"{""themes"": null}",1.1915640830993652,"{""themes"": [""economy_and_labour""]}",1.5815720558166504,"{""themes"": [""null""]}",1.2864501476287842,"{""themes"": [""international_affairs_and_defense""]}",1.7285430431365967,"{""themes"": null}",1.1885297298431396
"“In regard to the mortgage reforms announced this morning, CMHC looks forward to implementing the changes when they come into effect,” a spokesperson said, with additional requests for comment directed to the Department of Finance.",88,"{""themes"": null}",1.1995651721954346,"{""themes"": [null]}",1.2952959537506104,"{""themes"": [""law_and_crime""]}",1.5383570194244385,"{""themes"": null}",1.200535774230957,"{""themes"": [""governments_and_governance""]}",1.588304042816162,"{""themes"": null}",1.1985411643981934,"{""themes"": null}",1.1989541053771973,"{""themes"": [null]}",1.2904601097106934,"{""themes"": [""economy_and_labour""]}",1.5902960300445557,"{""themes"": [""null""]}",1.294093132019043,"{""themes"": null}",1.197068691253662,"{""themes"": [null]}",1.2964611053466797
“The terrorist groups use illegal smuggling as part of their financing operations for doing bad things.,89,"{""themes"": null}",1.1170077323913574,"{""themes"": null}",1.1176807880401611,"{""themes"": [""law_and_crime""]}",1.4615490436553955,"{""themes"": [""immigration""]}",1.2611851692199707,"{""themes"": null}",1.1238791942596436,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.8504021167755127,"{""themes"": null}",1.1178629398345947,"{""themes"": null}",1.124025821685791,"{""themes"": null}",1.1180319786071777,"{""themes"": [""null""]}",1.2177937030792236,"{""themes"": [""international_affairs_and_defense""]}",1.6536240577697754,"{""themes"": null}",1.1120550632476807
"Only two candidates so far have thrown their hats into the ring to succeed Trudeau — Liberal backbencher Chandra Arya from Ontario, and businessman Frank Baylis, a former Québec MP.",90,"{""themes"": null}",1.2052478790283203,"{""themes"": null}",1.197695016860962,"{""themes"": [""null""]}",1.2986087799072266,"{""themes"": null}",1.1974928379058838,"{""themes"": [""governments_and_governance""]}",1.5895569324493408,"{""themes"": [""null""]}",1.2988300323486328,"{""themes"": null}",1.2023429870605469,"{""themes"": null}",1.200383186340332,"{""themes"": null}",1.2014029026031494,"{""themes"": [""null""]}",1.2954511642456055,"{""themes"": [""null""]}",1.2978918552398682,"{""themes"": null}",1.197829246520996
"With the TTC upgrading the Spadina streetcar right-of-way from now until December, the transit agency is resorting to the next best thing to keep people moving along the route.",91,"{""themes"": null}",1.1947872638702393,"{""themes"": [""null""]}",1.2939810752868652,"{""themes"": [""null""]}",1.2928128242492676,"{""themes"": null}",1.1934878826141357,"{""themes"": [""governments_and_governance""]}",1.5849740505218506,"{""themes"": null}",1.197396993637085,"{""themes"": [""null""]}",1.2919490337371826,"{""themes"": [""null""]}",1.292701005935669,"{""themes"": [""economy_and_labour""]}",1.5866460800170898,"{""themes"": [""technology""]}",1.3410840034484863,"{""themes"": [null]}",1.2923612594604492,"{""themes"": [""null""]}",1.294008731842041
"Conservatives have their work cut out for themselves as Canadians would like to see a quick economic turnaround, like that of their southern neighbours.",92,"{""themes"": null}",1.137411117553711,"{""themes"": null}",1.139173984527588,"{""themes"": [""null""]}",1.2339239120483398,"{""themes"": null}",1.1361358165740967,"{""themes"": [""governments_and_governance""]}",1.5263359546661377,"{""themes"": null}",1.1394307613372803,"{""themes"": [null]}",1.234419822692871,"{""themes"": null}",1.1393048763275146,"{""themes"": [""economy_and_labour""]}",1.5268821716308594,"{""themes"": [""null""]}",1.2340452671051025,"{""themes"": [""null""]}",1.2345080375671387,"{""themes"": [null]}",1.235107183456421
"So like, how many investigations are currently ongoing involving government corruption?”",93,"{""themes"": [null]}",1.2022731304168701,"{""themes"": null}",1.1043429374694824,"{""themes"": [""law_and_crime""]}",1.4407320022583008,"{""themes"": null}",1.1032860279083252,"{""themes"": [""governments_and_governance""]}",1.4942078590393066,"{""themes"": null}",1.1022028923034668,"{""themes"": null}",1.1081440448760986,"{""themes"": [""null""]}",1.1964032649993896,"{""themes"": [""null""]}",1.1985406875610352,"{""themes"": [""null""]}",1.2015869617462158,"{""themes"": [""null""]}",1.200455904006958,"{""themes"": [null]}",1.2005858421325684
"Blocking the box might be downtown Toronto’s most ubiquitous traffic offence, as drivers force their way into busy intersections knowing they’ll still be blocking traffic when the light turns red, resulting in paralyzing gridlock.",94,"{""themes"": null}",1.2100870609283447,"{""themes"": [""null""]}",1.3055737018585205,"{""themes"": [""law_and_crime""]}",1.5463178157806396,"{""themes"": null}",1.2069318294525146,"{""themes"": [""null""]}",1.305560827255249,"{""themes"": [""null""]}",1.303659200668335,"{""themes"": null}",1.203901767730713,"{""themes"": [""null""]}",1.3050341606140137,"{""themes"": [""economy_and_labour""]}",1.597578763961792,"{""themes"": [""null""]}",1.2997157573699951,"{""themes"": [""null""]}",1.3045299053192139,"{""themes"": [""null""]}",1.3041059970855713
"She said in April: “Most legal scholars probably track most Americans, who didn’t want to overturn Roe.",95,"{""themes"": null}",1.1315741539001465,"{""themes"": [""culture_and_nationalism""]}",1.5702745914459229,"{""themes"": [""law_and_crime""]}",1.4737191200256348,"{""themes"": null}",1.1331710815429688,"{""themes"": [""governments_and_governance""]}",1.5231471061706543,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.8625690937042236,"{""themes"": [""null""]}",1.225341796875,"{""themes"": [""education""]}",1.2761321067810059,"{""themes"": null}",1.131422996520996,"{""themes"": [""null""]}",1.2219171524047852,"{""themes"": [""null""]}",1.2276759147644043,"{""themes"": [null]}",1.2320771217346191
Conservatives have complained that it is not sufficiently independent from government.,96,"{""themes"": null}",1.105720043182373,"{""themes"": null}",1.1063239574432373,"{""themes"": [""null""]}",1.2042908668518066,"{""themes"": null}",1.1015582084655762,"{""themes"": [""governments_and_governance""]}",1.4961309432983398,"{""themes"": null}",1.1106910705566406,"{""themes"": null}",1.1060428619384766,"{""themes"": null}",1.104729175567627,"{""themes"": null}",1.1075468063354492,"{""themes"": [""null""]}",1.1975011825561523,"{""themes"": [""null""]}",1.203965187072754,"{""themes"": null}",1.1049861907958984
An economist on Ottawa’s GST holiday.,97,"{""themes"": [null]}",1.1836020946502686,"{""themes"": [null]}",1.185802936553955,"{""themes"": [""null""]}",1.1798007488250732,"{""themes"": [null]}",1.1826577186584473,"{""themes"": [""governments_and_governance""]}",1.4784960746765137,"{""themes"": null}",1.0903370380401611,"{""themes"": [null]}",1.1823160648345947,"{""themes"": [""null""]}",1.1764121055603027,"{""themes"": [""economy_and_labour""]}",1.4788360595703125,"{""themes"": [""null""]}",1.182861089706421,"{""themes"": [null]}",1.1838099956512451,"{""themes"": [null]}",1.181825876235962
"The bombing follows attacks last week when pagers and walkie talkies exploded across Lebanon, killing scores of people and wounding thousands including Hezbollah members.",98,"{""themes"": null}",1.1867589950561523,"{""themes"": null}",1.186990737915039,"{""themes"": [""law_and_crime""]}",1.5252916812896729,"{""themes"": null}",1.184023141860962,"{""themes"": null}",1.1849417686462402,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9197320938110352,"{""themes"": null}",1.1847541332244873,"{""themes"": null}",1.1824848651885986,"{""themes"": null}",1.1860599517822266,"{""themes"": [""null""]}",1.2837409973144531,"{""themes"": [""international_affairs_and_defense""]}",1.71872878074646,"{""themes"": null}",1.1849918365478516
"Four years ago, he tried to overturn his election defeat by Mr.",99,"{""themes"": null}",1.1083109378814697,"{""themes"": null}",1.1013407707214355,"{""themes"": [""law_and_crime""]}",1.4369208812713623,"{""themes"": null}",1.1012308597564697,"{""themes"": [""governments_and_governance""]}",1.488861083984375,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.8279709815979004,"{""themes"": null}",1.1005511283874512,"{""themes"": [""null""]}",1.1932082176208496,"{""themes"": null}",1.1059379577636719,"{""themes"": [""null""]}",1.1949348449707031,"{""themes"": [""international_affairs_and_defense""]}",1.631363868713379,"{""themes"": [""null""]}",3.1872987747192383
It’s not so much the caucus really that matters.,100,"{""themes"": [null]}",1.1964137554168701,"{""themes"": [null]}",1.1976110935211182,"{""themes"": [null]}",1.1888329982757568,"{""themes"": null}",1.0986380577087402,"{""themes"": [null]}",1.1972219944000244,"{""themes"": null}",1.0976097583770752,"{""themes"": [null]}",1.1908318996429443,"{""themes"": [null]}",1.1962120532989502,"{""themes"": null}",1.0986649990081787,"{""themes"": [null]}",1.186466932296753,"{""themes"": [null]}",1.1959640979766846,"{""themes"": [null]}",1.1955199241638184
Nor is the Pickering facility an outlier.,101,"{""themes"": null}",1.1063461303710938,"{""themes"": null}",1.1021990776062012,"{""themes"": [""null""]}",1.1974399089813232,"{""themes"": null}",1.103057861328125,"{""themes"": [""null""]}",1.1992931365966797,"{""themes"": [""null""]}",1.197380781173706,"{""themes"": null}",1.1042687892913818,"{""themes"": null}",1.0993480682373047,"{""themes"": [""null""]}",1.2017040252685547,"{""themes"": [""null""]}",1.1946978569030762,"{""themes"": [""null""]}",1.2000501155853271,"{""themes"": [""null""]}",1.198488712310791
The next issue of Westcoast Homes will soon be in your inbox.,102,"{""themes"": [null]}",1.2057390213012695,"{""themes"": null}",1.1153347492218018,"{""themes"": [null]}",1.2054460048675537,"{""themes"": null}",1.110224962234497,"{""themes"": null}",1.1093461513519287,"{""themes"": null}",1.1114990711212158,"{""themes"": null}",1.112741231918335,"{""themes"": null}",1.1096551418304443,"{""themes"": [""economy_and_labour""]}",1.499284029006958,"{""themes"": [""null""]}",1.2061870098114014,"{""themes"": [null]}",1.210247278213501,"{""themes"": null}",1.1097900867462158
"""Donald Trump, when he makes statements like that, he plans on carrying them out.",103,"{""themes"": [null]}",1.2114062309265137,"{""themes"": null}",1.1138029098510742,"{""themes"": [""law_and_crime""]}",1.4556808471679688,"{""themes"": [""immigration""]}",1.2607150077819824,"{""themes"": [""governments_and_governance""]}",1.5051782131195068,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.8413779735565186,"{""themes"": null}",1.117283821105957,"{""themes"": [null]}",1.21443510055542,"{""themes"": null}",1.117967128753662,"{""themes"": [null]}",1.208488941192627,"{""themes"": [""international_affairs_and_defense""]}",1.6507129669189453,"{""themes"": null}",1.1086981296539307
"The major battle in Baku is over how much rich nations will pay for developing countries to decarbonize their energy systems, cope with future harms of climate change and pay for damage from extreme weather.",104,"{""themes"": null}",1.1982297897338867,"{""themes"": [""null""]}",1.292341709136963,"{""themes"": [""law_and_crime""]}",1.5339882373809814,"{""themes"": null}",1.1980540752410889,"{""themes"": [""governments_and_governance""]}",1.587777853012085,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9243552684783936,"{""themes"": [""health_and_social_services""]}",1.5863080024719238,"{""themes"": null}",1.197396993637085,"{""themes"": [""economy_and_labour""]}",1.5874931812286377,"{""themes"": [""null""]}",1.293839931488037,"{""themes"": [""international_affairs_and_defense""]}",1.732511043548584,"{""themes"": [""environment_and_energy""]}",1.4887769222259521
"A Mennonite father who killed his one-year-old son with an axe may be allowed to travel to parts of southern Ontario in the coming months, but a long-term plan for reintegration into his tight-knit community remains unclear.",105,"{""themes"": null}",1.214893102645874,"{""themes"": null}",1.2119410037994385,"{""themes"": [""law_and_crime""]}",1.550976037979126,"{""themes"": [""null""]}",1.309689998626709,"{""themes"": [""null""]}",1.3091001510620117,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9400289058685303,"{""themes"": [""null""]}",1.3089861869812012,"{""themes"": [""null""]}",1.3091518878936768,"{""themes"": null}",1.2152230739593506,"{""themes"": [null]}",1.3068208694458008,"{""themes"": [null]}",1.308293104171753,"{""themes"": null}",1.212399959564209
"The report released Wednesday by the Institut du Québec, a non-profit think tank, found that Quebec is not reducing its carbon emissions fast enough to meet the government’s goal of becoming carbon neutral by 2050 and that efforts to grow the economy will likely lead to an increase in greenhouse gas emissions.",106,"{""themes"": [""public_lands_and_agriculture""]}",1.7484679222106934,"{""themes"": null}",1.2613179683685303,"{""themes"": [""null""]}",1.3567428588867188,"{""themes"": [null]}",1.3621721267700195,"{""themes"": [""governments_and_governance""]}",1.653886318206787,"{""themes"": null}",1.2621519565582275,"{""themes"": null}",1.2618069648742676,"{""themes"": [""null""]}",1.360469102859497,"{""themes"": [""economy_and_labour""]}",1.6543121337890625,"{""themes"": [""null""]}",1.355112075805664,"{""themes"": [""null""]}",1.3616540431976318,"{""themes"": [""environment_and_energy""]}",1.5546481609344482
I was extremely relieved to learn that he was not seriously harmed.”,107,"{""themes"": null}",1.1025409698486328,"{""themes"": [null]}",1.2003769874572754,"{""themes"": [""null""]}",1.201112985610962,"{""themes"": null}",1.1038379669189453,"{""themes"": [null]}",1.2028088569641113,"{""themes"": null}",1.1070029735565186,"{""themes"": [""health_and_social_services""]}",1.4945957660675049,"{""themes"": null}",1.1023178100585938,"{""themes"": null}",1.106626033782959,"{""themes"": [""null""]}",1.1984450817108154,"{""themes"": [null]}",1.201092004776001,"{""themes"": null}",1.1049950122833252
"""That's your assessment,"" she said.",108,"{""themes"": null}",1.0686688423156738,"{""themes"": null}",1.0662691593170166,"{""themes"": null}",1.0634570121765137,"{""themes"": null}",1.0581519603729248,"{""themes"": null}",1.0675592422485352,"{""themes"": null}",1.074415922164917,"{""themes"": null}",1.066174030303955,"{""themes"": null}",1.0640692710876465,"{""themes"": null}",1.0641052722930908,"{""themes"": [null]}",1.1582229137420654,"{""themes"": [null]}",1.1570260524749756,"{""themes"": null}",1.0692517757415771
“The fight for our freedom will take hard work.,109,"{""themes"": null}",1.0949530601501465,"{""themes"": null}",1.0896990299224854,"{""themes"": [""null""]}",1.192615032196045,"{""themes"": null}",1.0869550704956055,"{""themes"": null}",1.0940589904785156,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.8228399753570557,"{""themes"": [null]}",1.1896710395812988,"{""themes"": [null]}",1.1900110244750977,"{""themes"": null}",1.0918858051300049,"{""themes"": [null]}",1.187135934829712,"{""themes"": [""international_affairs_and_defense""]}",1.6301360130310059,"{""themes"": [null]}",1.190474033355713
"The total allowable catch for that fishery in 2023 was 12,999 tonnes.",110,"{""themes"": [""public_lands_and_agriculture""]}",1.6197731494903564,"{""themes"": [null]}",1.2277231216430664,"{""themes"": [""null""]}",1.2286570072174072,"{""themes"": null}",1.1313741207122803,"{""themes"": null}",1.1338610649108887,"{""themes"": null}",1.1318352222442627,"{""themes"": null}",1.1344640254974365,"{""themes"": null}",1.1313838958740234,"{""themes"": [""economy_and_labour""]}",1.5229032039642334,"{""themes"": [""null""]}",1.2278521060943604,"{""themes"": [""null""]}",1.230863094329834,"{""themes"": [""environment_and_energy""]}",1.4207830429077148
"The central bank kicked off its interest rate easing cycle with back-to-back quarter-point rate cuts in June and July, bringing the policy rate down to 4.5 per cent after the most rapid tightening cycle in its history.",111,"{""themes"": null}",1.2088251113891602,"{""themes"": null}",1.206732988357544,"{""themes"": [""law_and_crime""]}",1.545154094696045,"{""themes"": null}",1.2086350917816162,"{""themes"": [""governments_and_governance""]}",1.5982708930969238,"{""themes"": null}",1.2048749923706055,"{""themes"": null}",1.2057652473449707,"{""themes"": null}",1.205104112625122,"{""themes"": [""economy_and_labour""]}",1.5954368114471436,"{""themes"": [""null""]}",1.3004560470581055,"{""themes"": [""null""]}",1.3025658130645752,"{""themes"": null}",1.2053718566894531
Brownstein drew a distinction in how Longueuil police and the Sûreté du Québec have responded to violence at protests compared with the SPVM in Montreal.,112,"{""themes"": [null]}",1.2927448749542236,"{""themes"": [""culture_and_nationalism""]}",1.6286609172821045,"{""themes"": [""law_and_crime""]}",1.531717300415039,"{""themes"": null}",1.192413091659546,"{""themes"": [""governments_and_governance""]}",1.5828869342803955,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9251677989959717,"{""themes"": null}",1.1921789646148682,"{""themes"": null}",1.1913478374481201,"{""themes"": null}",1.1935389041900635,"{""themes"": [""null""]}",1.2880439758300781,"{""themes"": [""null""]}",1.2894339561462402,"{""themes"": [null]}",1.290241003036499
The Beer Store as well as local craft brewery bottle shops and wineries will remain open even if the LCBO strike goes ahead.,113,"{""themes"": null}",1.1369242668151855,"{""themes"": [""null""]}",1.2336540222167969,"{""themes"": [""null""]}",1.23378586769104,"{""themes"": [null]}",1.232896089553833,"{""themes"": [""governments_and_governance""]}",1.5257279872894287,"{""themes"": [""null""]}",1.2342469692230225,"{""themes"": [""null""]}",1.2326691150665283,"{""themes"": [null]}",1.2336318492889404,"{""themes"": [""economy_and_labour""]}",1.5256450176239014,"{""themes"": [""null""]}",1.2300419807434082,"{""themes"": [null]}",1.233044147491455,"{""themes"": [null]}",1.231248140335083
"Officers notified Cheam First Nation, which determined the land had been leased by the owner to a waste management company that has run afoul of provincial environment laws in the past.",114,"{""themes"": [""public_lands_and_agriculture""]}",1.682725191116333,"{""themes"": [""culture_and_nationalism""]}",1.6337058544158936,"{""themes"": [""law_and_crime""]}",1.5326740741729736,"{""themes"": null}",1.1951611042022705,"{""themes"": [""governments_and_governance""]}",1.5878989696502686,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.927405834197998,"{""themes"": null}",1.1914329528808594,"{""themes"": [""null""]}",1.2922899723052979,"{""themes"": null}",1.1950452327728271,"{""themes"": [""null""]}",1.289363145828247,"{""themes"": [""null""]}",1.2941582202911377,"{""themes"": [""environment_and_energy""]}",1.4860000610351562
"For American citizens, Jan. 20th, 2025 is Liberation Day.",115,"{""themes"": null}",1.11751389503479,"{""themes"": [""culture_and_nationalism""]}",1.5515811443328857,"{""themes"": [""null""]}",1.210118055343628,"{""themes"": [""null""]}",1.2089080810546875,"{""themes"": [""governments_and_governance""]}",1.507462978363037,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.839897871017456,"{""themes"": null}",1.1127071380615234,"{""themes"": null}",1.1141481399536133,"{""themes"": null}",1.113990068435669,"{""themes"": [""null""]}",1.2045550346374512,"{""themes"": [""null""]}",1.209547996520996,"{""themes"": null}",1.1132421493530273
"Labour Minister Steve MacKinnon met with the airline and union yesterday, Trudeau added, without offering further details.",116,"{""themes"": null}",1.134739875793457,"{""themes"": [null]}",1.235172986984253,"{""themes"": [""null""]}",1.2313027381896973,"{""themes"": [null]}",1.2358548641204834,"{""themes"": [""governments_and_governance""]}",1.528134822845459,"{""themes"": null}",1.1388919353485107,"{""themes"": null}",1.136484146118164,"{""themes"": [null]}",1.2324650287628174,"{""themes"": [""economy_and_labour""]}",1.5274791717529297,"{""themes"": [null]}",1.229646921157837,"{""themes"": [""null""]}",1.2313058376312256,"{""themes"": [null]}",1.2337241172790527
He said jail officials had submitted affidavits suggesting what happened was “to protect order in the institution.”,117,"{""themes"": null}",1.1253330707550049,"{""themes"": null}",1.1277198791503906,"{""themes"": [""law_and_crime""]}",1.4640250205993652,"{""themes"": null}",1.1243078708648682,"{""themes"": [""governments_and_governance""]}",1.5160188674926758,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.8528690338134766,"{""themes"": null}",1.125295877456665,"{""themes"": [null]}",1.2177538871765137,"{""themes"": null}",1.127336025238037,"{""themes"": [null]}",1.2194817066192627,"{""themes"": [null]}",1.2238171100616455,"{""themes"": [null]}",1.2224431037902832
Missaghi … threatening you explicitly or implicitly with violence or in the best case scenarios with a sort of Jihad in the court system.”,118,"{""themes"": null}",1.138812780380249,"{""themes"": [""null""]}",1.2339582443237305,"{""themes"": [""law_and_crime""]}",1.4767649173736572,"{""themes"": null}",1.1354329586029053,"{""themes"": null}",1.1392288208007812,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.871232032775879,"{""themes"": null}",1.13653564453125,"{""themes"": null}",1.140336036682129,"{""themes"": null}",1.1364936828613281,"{""themes"": [""null""]}",1.23350191116333,"{""themes"": [""international_affairs_and_defense""]}",1.6718637943267822,"{""themes"": null}",1.135624885559082
